,pointid,year,period,% bare soil
0,DM_176.6,2022,R1,26.34286064723714
1,Km_10019,2022,R1,7.535459940137587
2,Km_10056.3,2022,R1,0.0
3,Km_10183.4,2022,R1,12.835625538590179
4,Km_10910,2022,R1,0.0
5,Km_11227.2,2022,R1,25.204114946697143
6,Km_11396.7,2022,R1,52.036774052318854
7,Km_11561.7,2022,R1,9.149801437750726
8,Km_11563.6,2022,R1,0.0
9,Km_11564.5,2022,R1,0.0
10,Km_11579.15,2022,R1,17.87965402238223
11,Km_11594.1.2,2022,R1,0.0
12,Km_11631.1.2,2022,R1,23.983425619473703
13,Km_12411.5,2022,R1,4.475524750063686
14,Km_12477.1,2022,R1,0.0
15,Km_13449.3,2022,R1,10.201156968036008
16,Km_13707,2022,R1,0.0
17,Km_13799.2,2022,R1,0.0
18,Km_13877,2022,R1,0.0
19,Km_14036.6,2022,R1,62.23990269602181
20,Km_14088.11,2022,R1,5.51648624388714
21,Km_14197.15,2022,R1,0.0
22,Km_14264.4,2022,R1,3.4988981746690384
23,Km_14303.4,2022,R1,0.0
24,Km_14535.10,2022,R1,0.0
25,Km_14553.16,2022,R1,35.36118977968377
26,Km_14554.3,2022,R1,11.70355695642894
27,Km_14581.2.5,2022,R1,89.47570529039942
28,Km_14583.7,2022,R1,31.018366183977257
29,Km_14980.20,2022,R1,43.37194456089155
30,Km_14981.5,2022,R1,46.15225280419807
31,Km_14985.2,2022,R1,7.068646213096902
32,Km_15203,2022,R1,10.108761922030771
33,Km_15471.15,2022,R1,0.0
34,Km_15836,2022,R1,19.880955742219715
35,Km_15867.15,2022,R1,74.7959428358298
36,Km_15882.2,2022,R1,58.574873488122236
37,Km_16186.13,2022,R1,0.0
38,Km_16250,2022,R1,23.40049539577539
39,Km_16263.5,2022,R1,0.0
40,Km_16407.3,2022,R1,10.715232203033436
41,Km_16429.1.2,2022,R1,13.030535157224769
42,Km_16944.16,2022,R1,30.059479173977984
43,Km_16959.2,2022,R1,3.1621882428981762
44,Km_16987.3,2022,R1,1.167418573211567
45,Km_17005,2022,R1,2.6208246072341552
46,Km_17034.5,2022,R1,42.286734166763814
47,Km_17059.11,2022,R1,0.0
48,Km_17133.9,2022,R1,0.0
49,Km_17165.1,2022,R1,33.62524039843049
50,Km_17173.2,2022,R1,26.67934803943587
51,Km_17185.7,2022,R1,5.418322694006901
52,Km_17216.1.1,2022,R1,14.000759523044671
53,Km_17424.15,2022,R1,0.0
54,Km_17426,2022,R1,0.0
55,Km_17435.5,2022,R1,0.0
56,Km_17493,2022,R1,10.447364565763337
57,Km_17566.3,2022,R1,0.0
58,Km_17707.4,2022,R1,5.952268793371072
59,Km_17729.12,2022,R1,33.08596520026078
60,Km_18036.1.1,2022,R1,0.0
61,Km_18819.3,2022,R1,6.063453484318899
62,Km_19073.2,2022,R1,17.7204218149854
63,Km_19078.3,2022,R1,15.554738796412563
64,Km_19091.6,2022,R1,12.0516217278124
65,Km_19175.9,2022,R1,43.34191788496267
66,Km_19178.20,2022,R1,6.62017244343894
67,Km_19586.1,2022,R1,2.9513087231716044
68,Km_19747.1,2022,R1,0.0
69,Km_19747.16,2022,R1,33.64777915848501
70,Km_19881.2,2022,R1,31.475771851748995
71,Km_19888.3,2022,R1,26.669528177046757
72,Km_20075.6,2022,R1,0.0
73,Km_20076.5,2022,R1,0.0
74,Km_20264.1.5,2022,R1,54.22347760375572
75,Km_20879.5,2022,R1,2.6561848883353103
76,Km_20889.1,2022,R1,45.595398658170346
77,Km_20946.1,2022,R1,25.32993040797929
78,Km_21266.8,2022,R1,15.000216684570717
79,Km_21330,2022,R1,2.1935673543265626
80,Km_21406.3,2022,R1,5.025046661596321
81,Km_21457.2.2,2022,R1,15.285116464382762
82,Km_21470.1.4,2022,R1,7.339093308426732
83,Km_21546.4,2022,R1,6.20769664522253
84,Km_21563.8,2022,R1,15.71790582189188
85,Km_21567.9,2022,R1,27.667244652758605
86,Km_21577.3,2022,R1,17.755012692050613
87,Km_21674.2,2022,R1,37.987973284944246
88,Km_22155.1,2022,R1,0.0
89,Km_22477.1.1,2022,R1,1.5487332753227752
90,Km_22575.1,2022,R1,5.937659213064127
91,Km_2285.2,2022,R1,0.0
92,Km_22991.4,2022,R1,97.16003583885725
93,Km_23347.5,2022,R1,0.0
94,Km_23351.22,2022,R1,0.0
95,Km_23364.12,2022,R1,11.305754997825913
96,Km_23520.10,2022,R1,0.0
97,Km_23600.11,2022,R1,0.0
98,Km_23764.7,2022,R1,11.052792814557343
99,Km_24292.1,2022,R1,21.54657403297936
100,Km_24405.6,2022,R1,15.893756584749783
101,Km_24897.2,2022,R1,0.0
102,Km_25245,2022,R1,19.17573422271972
103,Km_25593.3,2022,R1,0.0
104,Km_26464.1.1,2022,R1,9.244873470336954
105,Km_26670.2,2022,R1,20.917956034276035
106,Km_27286.1.21,2022,R1,0.0
107,Km_27343.7,2022,R1,68.22120297444472
108,Km_2893.10,2022,R1,0.0
109,Km_2991,2022,R1,6.853601528693014
110,Km_30171.10,2022,R1,14.99549106430083
111,Km_30450.2,2022,R1,0.0
112,Km_30707.5,2022,R1,82.73127991921932
113,Km_30760.2,2022,R1,6.598368309929338
114,Km_31210.4,2022,R1,62.01217439839309
115,Km_31525.1,2022,R1,15.39067433078142
116,Km_31535.12,2022,R1,0.0
117,Km_32052.11,2022,R1,0.0
118,Km_32068.4,2022,R1,20.972777986062887
119,Km_32071,2022,R1,32.24616165517815
120,Km_3217.2.2,2022,R1,0.0
121,Km_32954.2.22,2022,R1,13.563594371024
122,Km_34481.16,2022,R1,0.9374522149716785
123,Km_35510.6,2022,R1,33.19167451281505
124,Km_35571.6,2022,R1,15.505135835372963
125,Km_36111.7,2022,R1,29.295403660482734
126,Km_36692.1.3,2022,R1,29.74317976725274
127,Km_3716.1,2022,R1,80.1651648054535
128,Km_38164.1.6,2022,R1,0.8369445850708734
129,Km_38842.2,2022,R1,14.771003607366092
130,Km_39180.1,2022,R1,16.916876545271116
131,Km_39182.6,2022,R1,47.21031715722505
132,Km_41343.15,2022,R1,0.0
133,Km_41347.6,2022,R1,0.0
134,Km_41488.1,2022,R1,0.0
135,Km_41590.5,2022,R1,19.978835611543804
136,Km_41960,2022,R1,26.497180775823626
137,Km_42110.5,2022,R1,16.922247289110047
138,Km_42179,2022,R1,0.0
139,Km_42618.2.4,2022,R1,26.706731449718262
140,Km_42767.2,2022,R1,0.0
141,Km_42798.2,2022,R1,0.0
142,Km_42990.9,2022,R1,77.83130604185169
143,Km_4317,2022,R1,3.2500476411366637
144,Km_4323.1,2022,R1,0.0
145,Km_43699.4,2022,R1,23.845356013279247
146,Km_45192.7,2022,R1,28.117664708727215
147,Km_45941.3.7,2022,R1,0.0
148,Km_47302.6,2022,R1,14.77727475708545
149,Km_47948.2,2022,R1,60.71833101063042
150,Km_48264.3,2022,R1,0.0
151,Km_48322,2022,R1,42.353847280540386
152,Km_48414.2,2022,R1,5.55475928375193
153,Km_48848.16,2022,R1,13.892555120796244
154,Km_4933,2022,R1,0.0
155,Km_4955.4,2022,R1,0.0
156,Km_50820.1,2022,R1,62.912818328672884
157,Km_5092.8,2022,R1,0.0
158,Km_5093.9,2022,R1,0.0
159,Km_5100.9,2022,R1,0.0
160,Km_5104.12,2022,R1,0.0
161,Km_52319.16,2022,R1,0.0
162,Km_54314.1,2022,R1,0.4690521066512388
163,Km_5731.8,2022,R1,20.422708023710666
164,Km_5740.7,2022,R1,18.61740042744026
165,Km_57486.3,2022,R1,0.0
166,Km_5795.7,2022,R1,0.0
167,Km_5801.7,2022,R1,0.0
168,Km_5805.1,2022,R1,0.0
169,Km_58461.2,2022,R1,22.220067362427905
170,Km_60414.12,2022,R1,11.930423879028462
171,Km_60862.6,2022,R1,12.126972790161195
172,Km_61447,2022,R1,10.429023948783593
173,Km_62042.25,2022,R1,29.504612423393883
174,Km_62065.12,2022,R1,61.41846875858895
175,Km_62065.33,2022,R1,29.402827267725296
176,Km_62392,2022,R1,21.274901404329444
177,Km_64020.22,2022,R1,0.0
178,Km_64020.28,2022,R1,0.0
179,Km_64303.2,2022,R1,9.206701107761779
180,Km_6529.1.6,2022,R1,0.0
181,Km_6545.1.14,2022,R1,0.0
182,Km_6564.7,2022,R1,0.0
183,Km_68322.7,2022,R1,25.0233878861563
184,Km_69530.1.1,2022,R1,2.7958092358316793
185,Km_74314.1,2022,R1,62.97914470502876
186,Km_75942.1,2022,R1,0.0
187,Km_78832.1.4,2022,R1,0.0
188,Km_7885.4,2022,R1,33.2720850432188
189,Km_79299.2,2022,R1,34.7020266696469
190,Km_8009.12,2022,R1,27.770033285276764
191,Km_8030.9,2022,R1,22.440000364789185
192,Km_80562.16,2022,R1,48.54945458346261
193,Km_8064.2.6,2022,R1,17.581143998341975
194,Km_8069.5,2022,R1,0.0
195,Km_8151.1,2022,R1,2.531046056705892
196,Km_9451.3,2022,R1,21.85624701370915
197,Km_9475,2022,R1,5.894005558230756
198,Km_9998.1,2022,R1,30.751634528434035
199,Lm_10274.7,2022,R1,42.93385312043423
200,Lm_10276.12,2022,R1,53.835210431022006
201,Lm_10626.4,2022,R1,22.808533645474505
202,Lm_10976.1,2022,R1,19.371694550148188
203,Lm_11070,2022,R1,6.1669750527011855
204,Lm_11568.1,2022,R1,26.760776124508677
205,Lm_15064.9,2022,R1,15.826562129432636
206,Lm_15493.7,2022,R1,48.805211743720015
207,Lm_15507.1.3,2022,R1,23.154304445342625
208,Lm_16499,2022,R1,27.36363992645482
209,Lm_16502,2022,R1,28.629175780084832
210,Lm_18391.2,2022,R1,21.880004763817283
211,Lm_18408.4,2022,R1,70.87875412111684
212,Lm_18426.7,2022,R1,53.81020635691506
213,Lm_20687.1.15,2022,R1,35.00784833420889
214,Lm_23660,2022,R1,22.564880260484273
215,Lm_23808.12,2022,R1,12.033443452484207
216,Lm_25831,2022,R1,0.0
217,Lm_28084.7,2022,R1,8.997999852348185
218,Lm_28100.8,2022,R1,42.883334267161366
219,Lm_29262.4,2022,R1,30.126310163428467
220,Lm_31204.7,2022,R1,24.24620385815483
221,Lm_32746.7,2022,R1,59.10660999779944
222,Lm_3302,2022,R1,55.51855061285125
223,Lm_36251.1,2022,R1,45.369670404952814
224,Lm_36340.8,2022,R1,27.124169988845313
225,Lm_36674.1,2022,R1,48.80246780179615
226,Lm_37804.4,2022,R1,42.92499398956863
227,Lm_40976.11,2022,R1,69.66175464307118
228,Lm_42330.1,2022,R1,29.351747052737014
229,Lm_47073.2,2022,R1,63.84158312569737
230,Lm_5106,2022,R1,51.381809793475355
231,Lm_6334.6,2022,R1,47.50114778432025
232,Lm_6747.1,2022,R1,1.529298708169386
233,Lm_7179.1.1,2022,R1,36.12228434760012
234,Lm_7576.2,2022,R1,2.903664018705022
235,Lm_7577.1.13,2022,R1,30.872991060136783
236,Lm_7577.1.17,2022,R1,34.32935315712963
237,Lm_8458.7.2,2022,R1,62.4745823649919
238,Lm_8481.6,2022,R1,49.41480247101953
239,Lm_8484.2.3,2022,R1,0.0
