,pointid,REF_ID,time,ndvi
272,Km_10015,427696440,2023-03-08,
273,Km_10015,427696440,2023-03-18,
274,Km_10015,427696440,2023-03-28,
275,Km_10015,427696440,2023-04-07,
276,Km_10015,427696440,2023-04-17,
277,Km_10015,427696440,2023-04-27,
278,Km_10015,427696440,2023-05-07,
279,Km_10015,427696440,2023-05-17,
280,Km_10015,427696440,2023-05-27,
281,Km_10015,427696440,2023-06-06,
282,Km_10015,427696440,2023-06-16,
283,Km_10015,427696440,2023-06-26,
284,Km_10015,427696440,2023-07-06,
285,Km_10015,427696440,2023-07-16,
286,Km_10015,427696440,2023-07-26,
287,Km_10015,427696440,2023-08-05,
288,Km_10015,427696440,2023-08-15,
289,Km_10015,427696440,2023-08-25,
290,Km_10015,431934532,2022-02-01,0.28752152711072876
291,Km_10015,431934532,2022-02-11,0.40934895080151495
292,Km_10015,431934532,2022-02-21,0.4818469727038338
293,Km_10015,431934532,2022-03-03,0.5131548814792473
294,Km_10015,431934532,2022-03-13,0.49419436642466563
295,Km_10015,431934532,2022-03-23,0.45979722366261083
296,Km_10015,431934532,2022-04-02,0.5198514855865873
297,Km_10015,431934532,2022-04-12,0.5929566063658437
298,Km_10015,431934532,2022-04-22,0.6223377766876016
299,Km_10015,431934532,2022-05-02,0.6260414289885512
300,Km_10015,431934532,2022-05-12,0.5606081101083407
301,Km_10015,431934532,2022-05-22,0.46004056097835383
302,Km_10015,431934532,2022-06-01,0.4215596761090828
303,Km_10015,431934532,2022-06-11,0.5130418616790744
304,Km_10015,431934532,2022-06-21,0.6157383330264916
305,Km_10015,431934532,2022-07-01,0.6296688972189342
306,Km_10015,431934532,2022-07-11,0.5422990808474542
307,Km_10015,431934532,2022-07-21,0.4577456332576561
308,Km_10015,431934532,2022-07-31,0.4020882846781648
309,Km_10015,431934532,2022-08-10,0.3977371641187163
310,Km_10015,431934532,2022-08-20,0.3662076570749442
311,Km_10015,431934532,2022-08-30,0.3783651643326353
312,Km_10015,431934532,2022-09-09,0.43899449324813905
313,Km_10015,431934532,2022-09-19,0.5386288562915261
314,Km_10015,431934532,2022-09-29,0.5508039175877212
315,Km_10015,431934532,2022-10-09,0.5061308857021553
316,Km_10015,431934532,2022-10-19,0.5002519730991702
317,Km_10015,431934532,2022-10-29,0.574867344348215
318,Km_10015,431934532,2022-11-08,0.6247160298263025
319,Km_10015,431934532,2022-11-18,0.622186395813631
320,Km_10015,431934532,2022-11-28,0.5852015823733879
321,Km_10015,431934532,2022-12-08,0.5547204057256149
322,Km_10015,431934532,2022-12-18,0.5475074710664549
323,Km_10015,431934532,2022-12-28,0.5521746084017312
324,Km_10015,431934532,2023-01-07,0.5537296854323085
325,Km_10015,431934532,2023-01-17,0.5552847624628858
326,Km_10015,431934532,2023-01-27,0.5573361153302944
327,Km_10015,431934532,2023-02-06,0.5601205647530508
328,Km_10015,431934532,2023-02-16,0.5473867359446778
329,Km_10015,431934532,2023-02-26,0.5193982397350934
330,Km_10015,431934532,2023-03-08,0.5122193372050678
331,Km_10015,431934532,2023-03-18,0.5450356502910053
332,Km_10015,431934532,2023-03-28,0.5975695686238172
333,Km_10015,431934532,2023-04-07,0.6317147812166142
334,Km_10015,431934532,2023-04-17,0.6494990310984472
335,Km_10015,431934532,2023-04-27,0.6499302803626074
336,Km_10015,431934532,2023-05-07,0.6499983127998218
337,Km_10015,431934532,2023-05-17,0.578773187823535
338,Km_10015,431934532,2023-05-27,0.5109866513988721
339,Km_10015,431934532,2023-06-06,0.487093666776455
340,Km_10015,431934532,2023-06-16,0.5259052352527532
341,Km_10015,431934532,2023-06-26,0.5407517361648669
342,Km_10015,431934532,2023-07-06,0.5590864242403272
343,Km_10015,431934532,2023-07-16,0.5816496511943586
344,Km_10015,431934532,2023-07-26,0.6033487914960391
345,Km_10015,431934532,2023-08-05,0.6389179654001471
346,Km_10015,431934532,2023-08-15,0.6051369712921176
347,Km_10015,431934532,2023-08-25,0.5251225318426633
348,Km_10015,439997050,2022-02-01,0.19408638677098367
349,Km_10015,439997050,2022-02-11,0.266123868990846
350,Km_10015,439997050,2022-02-21,0.33840150465237423
351,Km_10015,439997050,2022-03-03,0.44900753779106123
352,Km_10015,439997050,2022-03-13,0.4705857238886247
353,Km_10015,439997050,2022-03-23,0.4370636555763344
354,Km_10015,439997050,2022-04-02,0.48617383557932436
355,Km_10015,439997050,2022-04-12,0.561692902937826
356,Km_10015,439997050,2022-04-22,0.5918055347868851
357,Km_10015,439997050,2022-05-02,0.5955838212296201
358,Km_10015,439997050,2022-05-12,0.5364633576213875
359,Km_10015,439997050,2022-05-22,0.47026557553259163
360,Km_10015,439997050,2022-06-01,0.454229575111293
361,Km_10015,439997050,2022-06-11,0.5318615748733934
362,Km_10015,439997050,2022-06-21,0.6034144552801984
363,Km_10015,439997050,2022-07-01,0.6160339968279247
364,Km_10015,439997050,2022-07-11,0.530613314205185
365,Km_10015,439997050,2022-07-21,0.4422713524061175
366,Km_10015,439997050,2022-07-31,0.4005379178549054
367,Km_10015,439997050,2022-08-10,0.42374345715450235
368,Km_10015,439997050,2022-08-20,0.41536087504707714
369,Km_10015,439997050,2022-08-30,0.3984617609717031
370,Km_10015,439997050,2022-09-09,0.41615599070224496
371,Km_10015,439997050,2022-09-19,0.5175959176915826
372,Km_10015,439997050,2022-09-29,0.5357096407954416
373,Km_10015,439997050,2022-10-09,0.5034731589360377
374,Km_10015,439997050,2022-10-19,0.47172587613035144
375,Km_10015,439997050,2022-10-29,0.5238979608784164
376,Km_10015,439997050,2022-11-08,0.5312004523353924
377,Km_10015,439997050,2022-11-18,0.5430227639861799
378,Km_10015,439997050,2022-11-28,0.5394578151250131
379,Km_10015,439997050,2022-12-08,0.5325119062880166
380,Km_10015,439997050,2022-12-18,0.5327484199668432
381,Km_10015,439997050,2022-12-28,0.5360826859948916
382,Km_10015,439997050,2023-01-07,0.5386054761224308
383,Km_10015,439997050,2023-01-17,0.54112826624997
384,Km_10015,439997050,2023-01-27,0.5439736646278851
385,Km_10015,439997050,2023-02-06,0.5472956185410996
386,Km_10015,439997050,2023-02-16,0.5401191667761356
387,Km_10015,439997050,2023-02-26,0.5246298568771226
388,Km_10015,439997050,2023-03-08,0.5251504872075471
389,Km_10015,439997050,2023-03-18,0.5535636469840638
390,Km_10015,439997050,2023-03-28,0.5946039256263107
391,Km_10015,439997050,2023-04-07,0.6228443257136397
392,Km_10015,439997050,2023-04-17,0.6395488568741409
393,Km_10015,439997050,2023-04-27,0.6411996934582477
394,Km_10015,439997050,2023-05-07,0.640450550132798
395,Km_10015,439997050,2023-05-17,0.563647938875891
396,Km_10015,439997050,2023-05-27,0.5236481158318742
397,Km_10015,439997050,2023-06-06,0.5020387797521112
398,Km_10015,439997050,2023-06-16,0.5042589011050381
399,Km_10015,439997050,2023-06-26,0.46185705774290975
400,Km_10015,439997050,2023-07-06,0.46830823804671307
401,Km_10015,439997050,2023-07-16,0.48687583812579
402,Km_10015,439997050,2023-07-26,0.5016093488334932
403,Km_10015,439997050,2023-08-05,0.5160367024184905
404,Km_10015,439997050,2023-08-15,0.5319948416170166
405,Km_10015,439997050,2023-08-25,0.5489735045578951
406,Km_10015,757484619,2022-02-01,0.10429724685671085
407,Km_10015,757484619,2022-02-11,0.14631663007917178
408,Km_10015,757484619,2022-02-21,0.18481171167469074
409,Km_10015,757484619,2022-03-03,0.22667989410303813
410,Km_10015,757484619,2022-03-13,0.25288493206378637
411,Km_10015,757484619,2022-03-23,0.2583760152808959
412,Km_10015,757484619,2022-04-02,0.24341752283237753
413,Km_10015,757484619,2022-04-12,0.19066409706325796
414,Km_10015,757484619,2022-04-22,0.16642718473230028
415,Km_10015,757484619,2022-05-02,0.1795991354769666
416,Km_10015,757484619,2022-05-12,0.17907672078175912
417,Km_10015,757484619,2022-05-22,0.1655839305327828
418,Km_10015,757484619,2022-06-01,0.21014876192712786
419,Km_10015,757484619,2022-06-11,0.335560584933136
420,Km_10015,757484619,2022-06-21,0.4821452749848825
421,Km_10015,757484619,2022-07-01,0.5168431241264944
422,Km_10015,757484619,2022-07-11,0.5248093140886501
423,Km_10015,757484619,2022-07-21,0.5590014600629458
424,Km_10015,757484619,2022-07-31,0.5918311877450463
425,Km_10015,757484619,2022-08-10,0.5348324491738268
426,Km_10015,757484619,2022-08-20,0.4180336527100612
427,Km_10015,757484619,2022-08-30,0.27301603066668034
428,Km_10015,757484619,2022-09-09,0.16547513774561662
429,Km_10015,757484619,2022-09-19,0.15072523845137653
430,Km_10015,757484619,2022-09-29,0.16918019567367662
431,Km_10015,757484619,2022-10-09,0.20660956004600103
432,Km_10015,757484619,2022-10-19,0.3284444482568643
433,Km_10015,757484619,2022-10-29,0.4891836903129836
434,Km_10015,757484619,2022-11-08,0.6029035972369435
435,Km_10015,757484619,2022-11-18,0.6325053408867422
436,Km_10015,757484619,2022-11-28,0.6269304084617109
437,Km_10015,757484619,2022-12-08,0.6193321008763693
438,Km_10015,757484619,2022-12-18,0.6186576593139139
439,Km_10015,757484619,2022-12-28,0.6203772171551669
440,Km_10015,757484619,2023-01-07,0.6214696516492517
441,Km_10015,757484619,2023-01-17,0.6225620861433362
442,Km_10015,757484619,2023-01-27,0.6257453627071065
443,Km_10015,757484619,2023-02-06,0.6320172222831972
444,Km_10015,757484619,2023-02-16,0.5837529889852286
445,Km_10015,757484619,2023-02-26,0.4329306334394434
446,Km_10015,757484619,2023-03-08,0.287996725456776
447,Km_10015,757484619,2023-03-18,0.23778092098776255
448,Km_10015,757484619,2023-03-28,0.258469490410025
449,Km_10015,757484619,2023-04-07,0.2504021246215883
450,Km_10015,757484619,2023-04-17,0.22768960275203273
451,Km_10015,757484619,2023-04-27,0.21197852294945632
452,Km_10015,757484619,2023-05-07,0.2289232638473035
453,Km_10015,757484619,2023-05-17,0.26184391157783726
454,Km_10015,757484619,2023-05-27,0.2575926377944149
455,Km_10015,757484619,2023-06-06,0.32132915476334734
456,Km_10015,757484619,2023-06-16,0.4595160053981039
457,Km_10015,757484619,2023-06-26,0.5886921583878997
458,Km_10015,757484619,2023-07-06,0.6094348451092693
459,Km_10015,757484619,2023-07-16,0.6070445185313267
460,Km_10015,757484619,2023-07-26,0.6130026008148695
461,Km_10015,757484619,2023-08-05,0.6214205292121535
462,Km_10015,757484619,2023-08-15,0.617539227040732
463,Km_10015,757484619,2023-08-25,0.6054584378235073
464,Km_10015,814618023,2022-02-01,0.22672341123356413
465,Km_10015,814618023,2022-02-11,0.277934250343753
466,Km_10015,814618023,2022-02-21,0.3474660213850542
467,Km_10015,814618023,2022-03-03,0.4847741290233994
468,Km_10015,814618023,2022-03-13,0.5071272268885703
469,Km_10015,814618023,2022-03-23,0.4558420535735801
470,Km_10015,814618023,2022-04-02,0.48366547622593575
471,Km_10015,814618023,2022-04-12,0.5687012291846978
472,Km_10015,814618023,2022-04-22,0.6009997126623714
473,Km_10015,814618023,2022-05-02,0.6225115171146288
474,Km_10015,814618023,2022-05-12,0.4850188908785435
475,Km_10015,814618023,2022-05-22,0.3690590295870335
476,Km_10015,814618023,2022-06-01,0.4239680644704593
477,Km_10015,814618023,2022-06-11,0.5343647897382191
478,Km_10015,814618023,2022-06-21,0.5500267429306016
479,Km_10015,814618023,2022-07-01,0.5374635835951241
480,Km_10015,814618023,2022-07-11,0.5250980139349151
481,Km_10015,814618023,2022-07-21,0.44685252985341445
482,Km_10015,814618023,2022-07-31,0.4052107994546175
483,Km_10015,814618023,2022-08-10,0.43951330371585956
484,Km_10015,814618023,2022-08-20,0.38122310813778815
485,Km_10015,814618023,2022-08-30,0.34704918709525745
486,Km_10015,814618023,2022-09-09,0.3772774296487885
487,Km_10015,814618023,2022-09-19,0.5019709932092076
488,Km_10015,814618023,2022-09-29,0.5337309641062423
489,Km_10015,814618023,2022-10-09,0.5147152446207893
490,Km_10015,814618023,2022-10-19,0.5015135965560268
491,Km_10015,814618023,2022-10-29,0.5526353636048841
492,Km_10015,814618023,2022-11-08,0.5842092736676507
493,Km_10015,814618023,2022-11-18,0.6015858582409934
494,Km_10015,814618023,2022-11-28,0.595792170548518
495,Km_10015,814618023,2022-12-08,0.584369068719289
496,Km_10015,814618023,2022-12-18,0.5800443385314437
497,Km_10015,814618023,2022-12-28,0.5783490165893437
498,Km_10015,814618023,2023-01-07,0.5759649044589129
499,Km_10015,814618023,2023-01-17,0.5735807923284821
500,Km_10015,814618023,2023-01-27,0.571385483019992
501,Km_10015,814618023,2023-02-06,0.5694690724370342
502,Km_10015,814618023,2023-02-16,0.560919268155716
503,Km_10015,814618023,2023-02-26,0.5487488949762942
504,Km_10015,814618023,2023-03-08,0.5515723594351339
505,Km_10015,814618023,2023-03-18,0.5769585244902647
506,Km_10015,814618023,2023-03-28,0.6124185041354377
507,Km_10015,814618023,2023-04-07,0.6329435744401217
508,Km_10015,814618023,2023-04-17,0.6375329026768791
509,Km_10015,814618023,2023-04-27,0.6353697562503222
510,Km_10015,814618023,2023-05-07,0.6586494766779757
511,Km_10015,814618023,2023-05-17,0.5871918337265088
512,Km_10015,814618023,2023-05-27,0.5476290244575162
513,Km_10015,814618023,2023-06-06,0.4941030460729849
514,Km_10015,814618023,2023-06-16,0.5014894705896391
515,Km_10015,814618023,2023-06-26,0.47124024766002015
