,pointid,REF_ID,time,bsi
333,Km_10015,431934532,2023-04-07,-0.2749021062187614
334,Km_10015,431934532,2023-04-17,-0.3065365821946256
335,Km_10015,431934532,2023-04-27,-0.317150299553629
336,Km_10015,431934532,2023-05-07,-0.31386274117024826
337,Km_10015,431934532,2023-05-17,-0.22590081991809954
338,Km_10015,431934532,2023-05-27,-0.1414454502517577
339,Km_10015,431934532,2023-06-06,-0.0978532617827304
340,Km_10015,431934532,2023-06-16,-0.12313446128354656
341,Km_10015,431934532,2023-06-26,-0.1315726704686797
342,Km_10015,431934532,2023-07-06,-0.15443159032203208
343,Km_10015,431934532,2023-07-16,-0.18014627927047488
344,Km_10015,431934532,2023-07-26,-0.20480177882678402
345,Km_10015,431934532,2023-08-05,-0.24431435278795188
346,Km_10015,431934532,2023-08-15,-0.20954155472482602
347,Km_10015,431934532,2023-08-25,-0.12524517531217108
348,Km_10015,439997050,2022-02-01,-0.0857260970880871
349,Km_10015,439997050,2022-02-11,-0.13242772862566732
350,Km_10015,439997050,2022-02-21,-0.14559263161354632
351,Km_10015,439997050,2022-03-03,-0.12608517074491082
352,Km_10015,439997050,2022-03-13,-0.07973228116445602
353,Km_10015,439997050,2022-03-23,-0.05774637707902287
354,Km_10015,439997050,2022-04-02,-0.11258951070828357
355,Km_10015,439997050,2022-04-12,-0.1946677832454563
356,Km_10015,439997050,2022-04-22,-0.22645225262476998
357,Km_10015,439997050,2022-05-02,-0.23232924223874576
358,Km_10015,439997050,2022-05-12,-0.21145237449009394
359,Km_10015,439997050,2022-05-22,-0.19019414459266906
360,Km_10015,439997050,2022-06-01,-0.154886452029561
361,Km_10015,439997050,2022-06-11,-0.16113625902021841
362,Km_10015,439997050,2022-06-21,-0.1982730344944219
363,Km_10015,439997050,2022-07-01,-0.23177469939152012
364,Km_10015,439997050,2022-07-11,-0.1557301395629025
365,Km_10015,439997050,2022-07-21,-0.058952752554871
366,Km_10015,439997050,2022-07-31,-0.010893728622620379
367,Km_10015,439997050,2022-08-10,-0.038480429360504616
368,Km_10015,439997050,2022-08-20,-0.026145088702294556
369,Km_10015,439997050,2022-08-30,-0.004828602840642697
370,Km_10015,439997050,2022-09-09,-0.030121127394841275
371,Km_10015,439997050,2022-09-19,-0.14110838030218809
372,Km_10015,439997050,2022-09-29,-0.16538325412455732
373,Km_10015,439997050,2022-10-09,-0.1510925401958527
374,Km_10015,439997050,2022-10-19,-0.12553570501819425
375,Km_10015,439997050,2022-10-29,-0.1644674969510224
376,Km_10015,439997050,2022-11-08,-0.1544410671742168
377,Km_10015,439997050,2022-11-18,-0.17655186204192014
378,Km_10015,439997050,2022-11-28,-0.20031377647436707
379,Km_10015,439997050,2022-12-08,-0.21091675113372205
380,Km_10015,439997050,2022-12-18,-0.2091630806352732
381,Km_10015,439997050,2022-12-28,-0.19980528936085398
382,Km_10015,439997050,2023-01-07,-0.1924394458145392
383,Km_10015,439997050,2023-01-17,-0.18507360226822434
384,Km_10015,439997050,2023-01-27,-0.17784049594440038
385,Km_10015,439997050,2023-02-06,-0.170803468481066
386,Km_10015,439997050,2023-02-16,-0.15812035842928782
387,Km_10015,439997050,2023-02-26,-0.1456331829446022
388,Km_10015,439997050,2023-03-08,-0.15400934067999542
389,Km_10015,439997050,2023-03-18,-0.18877274091948698
390,Km_10015,439997050,2023-03-28,-0.23431594245776938
391,Km_10015,439997050,2023-04-07,-0.2722533130768479
392,Km_10015,439997050,2023-04-17,-0.30421503410462614
393,Km_10015,439997050,2023-04-27,-0.3158930281835898
394,Km_10015,439997050,2023-05-07,-0.30843014609971614
395,Km_10015,439997050,2023-05-17,-0.21628225542874166
396,Km_10015,439997050,2023-05-27,-0.16139270500940642
397,Km_10015,439997050,2023-06-06,-0.11751220910977613
398,Km_10015,439997050,2023-06-16,-0.10342467039650154
399,Km_10015,439997050,2023-06-26,-0.05708439078389407
400,Km_10015,439997050,2023-07-06,-0.06939068722328273
401,Km_10015,439997050,2023-07-16,-0.0867414644115363
402,Km_10015,439997050,2023-07-26,-0.10116022692241405
403,Km_10015,439997050,2023-08-05,-0.11626586928134104
404,Km_10015,439997050,2023-08-15,-0.12793711240002192
405,Km_10015,439997050,2023-08-25,-0.1373187560252055
406,Km_10015,757484619,2022-02-01,-0.03966292277538089
407,Km_10015,757484619,2022-02-11,-0.05216389418549444
408,Km_10015,757484619,2022-02-21,-0.03572857959939032
409,Km_10015,757484619,2022-03-03,0.03578513881607818
410,Km_10015,757484619,2022-03-13,0.0659948188749659
411,Km_10015,757484619,2022-03-23,0.049468237741373274
412,Km_10015,757484619,2022-04-02,0.051685870901723344
413,Km_10015,757484619,2022-04-12,0.07119463224939301
414,Km_10015,757484619,2022-04-22,0.07939573331162242
415,Km_10015,757484619,2022-05-02,0.07330152877279167
416,Km_10015,757484619,2022-05-12,0.03842649982478616
417,Km_10015,757484619,2022-05-22,0.0020879335884770615
418,Km_10015,757484619,2022-06-01,-0.009874596977961177
419,Km_10015,757484619,2022-06-11,-0.02970507864326016
420,Km_10015,757484619,2022-06-21,-0.11830436137412965
421,Km_10015,757484619,2022-07-01,-0.20881779473050618
