pointid,sample_order,batch,regio,area_prop_sb,openheid_klasse,sbp,x_coord,y_coord,crs
Zn_13715.1.1,428,eerste set,Zandleemstreek,0,OL,binnen,194957.172495031,171265.926528637,31370
Zn_137573.2,258,eerste set,Zandleemstreek,0,OL,binnen,41299.1460214933,170950.258648574,31370
Zn_141666.4,27,eerste set,Zandleemstreek,0,OL,binnen,34277.4228661928,182080.063914826,31370
Zn_141803.9,26,eerste set,Zandleemstreek,0,OL,binnen,30394.3549755904,183768.350376064,31370
Zn_141806.3.1,156,eerste set,Zandleemstreek,0,OL,binnen,31028.6283896018,184082.312978422,31370
Zn_142042.1,213,eerste set,Zandleemstreek,0,OL,binnen,31262.0940986989,181771.166447146,31370
Zn_142341.3,317,eerste set,Zandleemstreek,0.0361489773670665,OL,binnen,28097.8905429857,169861.013070399,31370
Zn_144174.18,415,eerste set,Zandleemstreek,0,OL,binnen,37055.9403411592,183947.113903855,31370
Zn_14761.2.8,188,eerste set,Zandleemstreek,0,OL,binnen,32386.9430239318,190553.726999298,31370
Zn_148149.4,134,eerste set,Zandleemstreek,0.16516072805003,OL,binnen,39826.0533479951,184567.594901413,31370
Zn_148768.1,182,eerste set,Zandleemstreek,0,OL,binnen,42768.8740923257,188641.098500628,31370
Zn_148771.3,246,eerste set,Zandleemstreek,0,OL,binnen,42613.1929790977,186142.058789099,31370
Zn_148962.6,34,eerste set,Zandleemstreek,0,OL,binnen,39649.6721231962,170179.247890031,31370
Zn_149603.3,351,eerste set,Zandleemstreek,0,OL,binnen,44810.8384735569,167109.452171136,31370
Zn_150492.1.6,170,eerste set,Zandleemstreek,0,OL,binnen,249125.436371134,197900.746067716,31370
Zn_152053,66,eerste set,Zandleemstreek,0,OL,binnen,41111.7728080258,169438.717019962,31370
Zn_15498.5,456,eerste set,Zandleemstreek,0.015400009937646,OL,binnen,164678.943293406,166951.779158034,31370
Zn_16009.6,165,eerste set,Zandleemstreek,0.0218062913930905,OL,binnen,237964.570690965,173722.935909496,31370
Zn_16017.18,47,eerste set,Zandleemstreek,0,OL,binnen,237139.672818803,173863.148892252,31370
Zn_16194.7,174,eerste set,Zandleemstreek,0.0280232432093984,OL,binnen,164010.158366654,166435.008414081,31370
Zn_16708.4,254,eerste set,Zandleemstreek,0.0075777371652097,OL,binnen,164184.179637714,167761.506713676,31370
Zn_16890.1.8,270,eerste set,Zandleemstreek,0.0664314472882246,OL,binnen,165715.042428861,167503.091152091,31370
Zn_16998.4.2,154,eerste set,Zandleemstreek,0,OL,binnen,82768.4522812702,162257.149899941,31370
Zn_17641,195,eerste set,Zandleemstreek,0.00105236879267343,OL,binnen,182721.264116402,179229.620922051,31370
Zn_17943.2,70,eerste set,Zandleemstreek,0,OL,binnen,31832.8815750574,188209.513379422,31370
Zn_18329.10,488,eerste set,Zandleemstreek,0,OL,binnen,96530.6704094821,165243.100733676,31370
Zn_18865.4,79,eerste set,Zandleemstreek,0,OL,binnen,27957.5944263504,175563.981233027,31370
Zn_19387.4.2,303,eerste set,Zandleemstreek,0,OL,binnen,29177.2809839297,169813.365852544,31370
Zn_19394.1,24,eerste set,Zandleemstreek,0,OL,binnen,27987.0571006736,171258.031867773,31370
Zn_19600.1,388,eerste set,Zandleemstreek,0.0116735190377188,OL,binnen,197629.973218358,181779.543629411,31370
Zn_21442.3,209,eerste set,Zandleemstreek,0,OL,binnen,127950.835805636,187788.945499633,31370
Zn_22678.4.6,392,eerste set,Zandleemstreek,0,OL,binnen,32866.6083627638,170272.593835157,31370
Zn_22679.1.9,408,eerste set,Zandleemstreek,0,OL,binnen,31966.742417209,171701.82354211,31370
Zn_22932.6,68,eerste set,Zandleemstreek,0,OL,binnen,44302.3892940682,167728.916231311,31370
Zn_24016.9,324,eerste set,Zandleemstreek,0,OL,binnen,46143.989734605,186641.847823344,31370
Zn_25189.1.7,75,eerste set,Zandleemstreek,0,OL,binnen,31907.221625408,169048.870287209,31370
Zn_25353.10,69,eerste set,Zandleemstreek,0,OL,binnen,35733.3091275881,182398.783617248,31370
Zn_25504.2,62,eerste set,Zandleemstreek,0.0171853949938599,OL,binnen,41943.0775497341,161883.400556603,31370
Zn_25669.1,247,eerste set,Zandleemstreek,0,OL,binnen,46124.6899158823,185869.938064827,31370
Zn_25672.23,175,eerste set,Zandleemstreek,0,OL,binnen,40962.7511690084,187055.378124488,31370
Zn_25775.3,35,eerste set,Zandleemstreek,0,OL,binnen,142154.503262027,178620.454940161,31370
Zn_25803.5,271,eerste set,Zandleemstreek,0.0366261003987589,OL,binnen,38313.7054204856,167706.877641722,31370
Zn_25804.1,3,eerste set,Zandleemstreek,0,OL,binnen,39130.4109873232,168554.637638713,31370
Zn_26573.2,74,eerste set,Zandleemstreek,0,OL,binnen,38179.2412681663,161780.129848854,31370
Zn_26853,37,eerste set,Zandleemstreek,0,OL,binnen,165010.810947239,162596.105317605,31370
Zn_27222.2,284,eerste set,Zandleemstreek,0,OL,binnen,32089.953926073,181486.107017056,31370
Zn_27233.5,180,eerste set,Zandleemstreek,0,OL,binnen,30283.1174110507,180651.320747287,31370
Zn_27615.6,253,eerste set,Zandleemstreek,0,OL,binnen,34481.9843014373,184780.695577742,31370
Zn_27618.3,281,eerste set,Zandleemstreek,5.29797018319182e-5,OL,binnen,29056.1472723886,180808.837267991,31370
Zn_27622.15,467,eerste set,Zandleemstreek,0,OL,binnen,30367.5417690045,184632.720680755,31370
Zn_27855.3,117,eerste set,Zandleemstreek,0,OL,binnen,30798.8454633638,190122.069385528,31370
Zn_29555.1,120,eerste set,Zandleemstreek,0,OL,binnen,28649.6235671674,179826.415269887,31370
Zn_29629.2.1,19,eerste set,Zandleemstreek,0,OL,binnen,27261.6930300769,177947.491573453,31370
Zn_29684.20,44,eerste set,Zandleemstreek,0,OL,binnen,37734.9959278933,183664.336032213,31370
Zn_29685.3.2,251,eerste set,Zandleemstreek,0,OL,binnen,38058.1136718751,181460.133178565,31370
Zn_29721.1.8,127,eerste set,Zandleemstreek,0,OL,binnen,26573.0733942119,176924.922769687,31370
Zn_30200.2.2,220,eerste set,Zandleemstreek,0,OL,binnen,40355.1340506764,183115.630352976,31370
Zn_30302.1,427,eerste set,Zandleemstreek,0,OL,binnen,38625.9723819378,162336.208966636,31370
Zn_30724,104,eerste set,Zandleemstreek,0,OL,binnen,29743.9822550396,184292.667208647,31370
Zn_31255.5.3,16,eerste set,Zandleemstreek,0,OL,binnen,41740.8332058016,163902.443246382,31370
Zn_31309.2,207,eerste set,Zandleemstreek,0.021014151111677,OL,binnen,35036.2643352294,166906.998681164,31370
Zn_31325.4,347,eerste set,Zandleemstreek,0,OL,binnen,29044.1249680637,194603.042307299,31370
Zn_31354.2,475,eerste set,Zandleemstreek,0,OL,binnen,99995.9335582581,168557.713441102,31370
Zn_31402.1.1,236,eerste set,Zandleemstreek,0.051589999871057,OL,binnen,32963.8755023745,191914.223140616,31370
Zn_31565.2,84,eerste set,Zandleemstreek,0,OL,binnen,28297.5479836001,188036.012446756,31370
Zn_31579.1.1,91,eerste set,Zandleemstreek,0,OL,binnen,31139.6541542841,191607.794206248,31370
Zn_31583.3,12,eerste set,Zandleemstreek,0.030610583884572,OL,binnen,28837.7455516086,193000.492623858,31370
Zn_31586.19,355,eerste set,Zandleemstreek,0.00943052842930167,OL,binnen,27820.0054422546,192485.94352477,31370
Zn_31598.5,433,eerste set,Zandleemstreek,0,OL,binnen,28465.5493949376,183567.61738478,31370
Zn_31602.1,190,eerste set,Zandleemstreek,0,OL,binnen,26587.8773106637,175895.293623157,31370
Zn_32067.2.1,291,eerste set,Zandleemstreek,0,OL,binnen,43287.3509161743,185301.78645454,31370
Zn_32335.8,113,eerste set,Zandleemstreek,0,OL,binnen,99067.3315820578,167235.523675724,31370
Zn_32384.3,278,eerste set,Zandleemstreek,0.0419391192739487,OL,binnen,91877.656577087,177262.636962041,31370
Zn_32418.1.8,80,eerste set,Zandleemstreek,0.0833106311673477,OL,binnen,186900.87613568,179151.386156709,31370
Zn_33256.13,45,eerste set,Zandleemstreek,0,OL,binnen,28835.6694166883,189327.893628552,31370
Zn_33417.4,87,eerste set,Zandleemstreek,0,OL,binnen,184718.005979277,175674.648596753,31370
Zn_33520.2,146,eerste set,Zandleemstreek,0,OL,binnen,38823.6735085449,164385.024245029,31370
Zn_33655.13,77,eerste set,Zandleemstreek,0,OL,binnen,37957.9541148436,164044.485396621,31370
Zn_33701.5,443,eerste set,Zandleemstreek,0.0261302222665516,OL,binnen,41482.1602922856,163126.373862824,31370
Zn_33733.1.1,160,eerste set,Zandleemstreek,0,OL,binnen,35791.7681353791,168128.90501845,31370
Zn_34260.9,304,eerste set,Zandleemstreek,0.0649579392826594,OL,binnen,190455.998534101,180248.115898919,31370
Zn_35121.18,373,eerste set,Zandleemstreek,0.00219517877667042,OL,binnen,28102.2722342751,177741.840199671,31370
Zn_35126.2.1,61,eerste set,Zandleemstreek,0,OL,binnen,34128.9429387787,170982.494566045,31370
Zn_35510.6,332,eerste set,Zandleemstreek,0.00771956846920091,OL,binnen,37830.7890758005,162462.998355551,31370
Zn_36140.24,233,eerste set,Zandleemstreek,0.177515126141811,OL,binnen,166976.736999615,171233.741581638,31370
Zn_36620.10,193,eerste set,Zandleemstreek,0,OL,binnen,98569.746297445,169202.567678172,31370
Zn_36714.1,342,eerste set,Zandleemstreek,0,OL,binnen,27296.0163562208,187882.236167044,31370
Zn_36757.2.4,76,eerste set,Zandleemstreek,0,OL,binnen,26865.3728652061,188784.567202131,31370
Zn_36765.6,124,eerste set,Zandleemstreek,0.0149798128918873,OL,binnen,24953.9886962823,189183.172921153,31370
Zn_36963.6,32,eerste set,Zandleemstreek,0,OL,binnen,91814.6490350758,172820.048032211,31370
Zn_36980.6,49,eerste set,Zandleemstreek,0.0617658406423582,OL,binnen,28039.6793230847,187311.206672931,31370
Zn_37104.3,261,eerste set,Zandleemstreek,0,OL,binnen,40881.2408853218,162112.81107058,31370
Zn_37116.18,28,eerste set,Zandleemstreek,0.0182253130271351,OL,binnen,39406.5254770259,161876.267294852,31370
Zn_37117.1.1,108,eerste set,Zandleemstreek,0,OL,binnen,40085.2768889589,161330.271827585,31370
Zn_37250.1,7,eerste set,Zandleemstreek,0,OL,binnen,30134.5500162062,177547.166831929,31370
Zn_37255,318,eerste set,Zandleemstreek,0.0559642479576752,OL,binnen,28169.2751995922,176418.937789259,31370
Zn_37258.6,30,eerste set,Zandleemstreek,0,OL,binnen,29722.2511085382,178608.046952021,31370
Zn_37263.12,67,eerste set,Zandleemstreek,0,OL,binnen,27365.4155350128,178676.970577282,31370
Zn_37267,152,eerste set,Zandleemstreek,0.00137495354263804,OL,binnen,30871.846063519,177658.239978125,31370
Zn_37268.18,262,eerste set,Zandleemstreek,0,OL,binnen,28605.3268442587,179214.887794415,31370
Zn_37330.7,333,eerste set,Zandleemstreek,0,OL,binnen,45783.7813616197,188367.432637479,31370
Zn_37579.3,266,eerste set,Zandleemstreek,0.101156255347049,OL,binnen,30095.12746908,192257.901993265,31370
Zn_3758.2.5,21,eerste set,Zandleemstreek,0.0629512165664657,OL,binnen,168362.940691382,170753.757650226,31370
Zn_37822,131,eerste set,Zandleemstreek,0.00510076863133839,OL,binnen,93129.1492555928,164751.151935106,31370
Zn_3804.15,38,eerste set,Zandleemstreek,0.183389394264053,OL,binnen,167647.261645522,168304.376399852,31370
Zn_38656.2,14,eerste set,Zandleemstreek,0,OL,binnen,44412.8891264369,163359.926538537,31370
Zn_38659.6,290,eerste set,Zandleemstreek,0,OL,binnen,43886.7601694115,163689.764540216,31370
Zn_38776.3,294,eerste set,Zandleemstreek,0,OL,binnen,40050.2928334195,171126.420121886,31370
Zn_39066.1.8,71,eerste set,Zandleemstreek,0,OL,binnen,34807.1688997366,167919.622947077,31370
Zn_39074.14,59,eerste set,Zandleemstreek,0,OL,binnen,27130.9437736744,176695.559173278,31370
Zn_39083.6,228,eerste set,Zandleemstreek,0,OL,binnen,25719.500980311,190887.589448282,31370
Zn_39097.1.2,436,eerste set,Zandleemstreek,0,OL,binnen,40943.8143985164,183338.050569681,31370
Zn_39152.1.7,39,eerste set,Zandleemstreek,0,OL,binnen,28892.5513010789,187215.025805751,31370
Zn_39287.3,232,eerste set,Zandleemstreek,0,OL,binnen,36895.1789710737,182673.942983118,31370
Zn_39288.1.1,227,eerste set,Zandleemstreek,0,OL,binnen,31141.6213071007,179027.182081095,31370
Zn_39351.5,60,eerste set,Zandleemstreek,0,OL,binnen,43410.167464526,166564.728398252,31370
Zn_4064.7,98,eerste set,Zandleemstreek,0.0277630705497199,OL,binnen,162349.965697624,177424.908456616,31370
Zn_41077.16,183,eerste set,Zandleemstreek,0.011443004514644,OL,binnen,27952.3424239785,194595.812311768,31370
Zn_41083.11,346,eerste set,Zandleemstreek,0,OL,binnen,27989.9731189879,193866.441023859,31370
Zn_41083.25,276,eerste set,Zandleemstreek,0,OL,binnen,28655.1875982516,194102.206896111,31370
Zn_41561.8,23,eerste set,Zandleemstreek,0,OL,binnen,28744.7216500907,185129.713833303,31370
Zn_41564,413,eerste set,Zandleemstreek,0,OL,binnen,29068.9685553768,185819.917682802,31370
Zn_41576.4,440,eerste set,Zandleemstreek,0,OL,binnen,26649.6580138067,177594.246370403,31370
Zn_41841.5,237,eerste set,Zandleemstreek,0,OL,binnen,25978.0342542603,172819.636602776,31370
Zn_42252.2,462,eerste set,Zandleemstreek,0.0490865854567573,OL,binnen,92393.7909173333,176863.597174221,31370
Zn_42253.2.1,319,eerste set,Zandleemstreek,0,OL,binnen,93713.6428027057,177727.287790584,31370
Zn_42590.17,244,eerste set,Zandleemstreek,0,OL,binnen,82374.5267675036,161604.377703632,31370
Zn_42598,55,eerste set,Zandleemstreek,0,OL,binnen,82872.9599768781,161241.900927927,31370
Zn_42668.1.1,463,eerste set,Zandleemstreek,0.00976981061968246,OL,binnen,91612.0344648219,174488.813065574,31370
Zn_42712,309,eerste set,Zandleemstreek,0,OL,binnen,94018.110906193,176388.800175979,31370
Zn_42724.9,20,eerste set,Zandleemstreek,0,OL,binnen,95980.5651836846,174340.782047592,31370
Zn_42855.9,216,eerste set,Zandleemstreek,0,OL,binnen,27257.7445961865,192101.026487331,31370
Zn_42941.12,489,eerste set,Zandleemstreek,0.0519210218441069,OL,binnen,31891.1647151472,190066.534653691,31370
Zn_42945.1.1,41,eerste set,Zandleemstreek,0,OL,binnen,32531.4631746111,189398.079335958,31370
Zn_42986.12,406,eerste set,Zandleemstreek,0,OL,binnen,31567.2293538853,184794.459574716,31370
Zn_42987.7,385,eerste set,Zandleemstreek,0.0365008104653152,OL,binnen,31064.4223452774,183371.639996757,31370
Zn_43038.3,249,eerste set,Zandleemstreek,0,OL,binnen,36389.6277732317,181226.454277662,31370
Zn_43065.4,178,eerste set,Zandleemstreek,0.0469369607580038,OL,binnen,29677.5235086592,182832.008017079,31370
Zn_43197.7,129,eerste set,Zandleemstreek,0.158374654067479,OL,binnen,186396.869133364,171661.274406623,31370
Zn_43617.4,310,eerste set,Zandleemstreek,0,OL,binnen,33847.640726503,169903.446280413,31370
Zn_44259.4,312,eerste set,Zandleemstreek,0,OL,binnen,28723.7593884747,169053.667497183,31370
Zn_44801.6,484,eerste set,Zandleemstreek,0,OL,binnen,94112.7282079201,173655.383759444,31370
Zn_44919.3.2,389,eerste set,Zandleemstreek,0,OL,binnen,29678.980844861,179820.193377834,31370
Zn_44935,469,eerste set,Zandleemstreek,0,OL,binnen,117579.223569117,162582.461869921,31370
Zn_45786,360,eerste set,Zandleemstreek,0.0209090191352746,OL,binnen,33366.8924541444,189400.961455173,31370
Zn_46140.1,52,eerste set,Zandleemstreek,0.00590602483789603,OL,binnen,130788.479122093,166610.667049921,31370
Zn_46299.9,22,eerste set,Zandleemstreek,0,OL,binnen,36563.1679931813,166775.084983003,31370
Zn_46389.1,461,eerste set,Zandleemstreek,0,OL,binnen,31971.7769957623,188923.502042743,31370
Zn_46420.2.1,364,eerste set,Zandleemstreek,0,OL,binnen,33154.881782248,184099.002418401,31370
Zn_46420.6.4,231,eerste set,Zandleemstreek,0,OL,binnen,32073.9249115331,183966.669058158,31370
Zn_4647.8,51,eerste set,Zandleemstreek,0.0130313634711269,OL,binnen,192069.990028294,168600.620853492,31370
Zn_46858.3,313,eerste set,Zandleemstreek,0,OL,binnen,38683.7296600629,166890.728919928,31370
Zn_47041,306,eerste set,Zandleemstreek,0,OL,binnen,36928.9877985604,162958.27816328,31370
Zn_47828,345,eerste set,Zandleemstreek,0,OL,binnen,109632.224058546,180681.759847518,31370
Zn_48115.2,367,eerste set,Zandleemstreek,0.0641135839520939,OL,binnen,165700.220936019,166896.883575465,31370
Zn_48512.1.7,449,eerste set,Zandleemstreek,1.03582899895296e-4,OL,binnen,28898.2303691352,182995.729244461,31370
Zn_48726.17,439,eerste set,Zandleemstreek,0,OL,binnen,44021.7950764721,188995.381885365,31370
Zn_48774.8,33,eerste set,Zandleemstreek,0,OL,binnen,40570.6958837602,169756.926551875,31370
Zn_48990.2,205,eerste set,Zandleemstreek,0,OL,binnen,30468.7816852667,191378.169523994,31370
Zn_4919.3,240,eerste set,Zandleemstreek,0,OL,binnen,186573.376153602,169225.744179015,31370
Zn_49539.2,330,eerste set,Zandleemstreek,0,OL,binnen,101792.077506812,170653.96607045,31370
Zn_49563.2,143,eerste set,Zandleemstreek,9.1838482952856e-5,OL,binnen,27055.4495848897,175420.059278206,31370
Zn_49616.3,265,eerste set,Zandleemstreek,0,OL,binnen,45346.3389378205,187393.616475593,31370
Zn_49677.3.4,300,eerste set,Zandleemstreek,0,OL,binnen,81375.0786994048,164609.207535184,31370
Zn_49723.1,352,eerste set,Zandleemstreek,0.0576651403093575,OL,binnen,26656.7559116567,180367.139746421,31370
Zn_49890.4,101,eerste set,Zandleemstreek,0,OL,binnen,32040.3381761164,172477.442263702,31370
Zn_49916.9,335,eerste set,Zandleemstreek,0,OL,binnen,34936.7205998955,170588.280987469,31370
Zn_51110.9,377,eerste set,Zandleemstreek,0.0307049113435457,OL,binnen,91286.372889727,176712.063175419,31370
Zn_51319.2,424,eerste set,Zandleemstreek,0,OL,binnen,43111.4392984242,163531.209974099,31370
Zn_51413.3,259,eerste set,Zandleemstreek,0,OL,binnen,40925.7516398776,167787.090840547,31370
Zn_51510.5,252,eerste set,Zandleemstreek,0.0622821242716874,OL,binnen,194500.342912186,170030.668829673,31370
Zn_52000.1,226,eerste set,Zandleemstreek,0.0892058430208572,OL,binnen,168708.343483692,171517.133928798,31370
Zn_52194.2,53,eerste set,Zandleemstreek,0.0412796290252243,OL,binnen,164271.07096455,165891.444526741,31370
Zn_52452.14,285,eerste set,Zandleemstreek,0,OL,binnen,27651.8239111017,185759.037958081,31370
Zn_52456.7,78,eerste set,Zandleemstreek,0,OL,binnen,27979.2788804875,181503.077667239,31370
Zn_52720.1.1,348,eerste set,Zandleemstreek,0,OL,binnen,33425.3947953389,191302.371201068,31370
Zn_53045.3,390,eerste set,Zandleemstreek,0,OL,binnen,91215.0927050758,175952.811908918,31370
Zn_53172.1,119,eerste set,Zandleemstreek,0,OL,binnen,26856.3632165636,179195.371998385,31370
Zn_53666.2,73,eerste set,Zandleemstreek,0.0443992614057329,OL,binnen,193353.29397834,183626.841361678,31370
Zn_54406.1,126,eerste set,Zandleemstreek,0.0101735019602148,OL,binnen,187794.187978518,168966.157795586,31370
Zn_55796.2,43,eerste set,Zandleemstreek,0.14669555028616801,OL,binnen,93298.7434827998,176515.020774518,31370
Zn_55798.13,208,eerste set,Zandleemstreek,0,OL,binnen,94141.8727763264,174691.002039566,31370
Zn_55798.2.12,250,eerste set,Zandleemstreek,0.0289519013922926,OL,binnen,93115.1437471909,174227.939551869,31370
Zn_56209.14,238,eerste set,Zandleemstreek,0,OL,binnen,249586.317476254,195852.042580963,31370
Zn_57016.3,106,eerste set,Zandleemstreek,0.107181416207939,OL,binnen,163111.134867442,178643.639668678,31370
Zn_57801.3,202,eerste set,Zandleemstreek,0.058911234546791,OL,binnen,39045.1047795119,183604.680310604,31370
Zn_57808.2.2,135,eerste set,Zandleemstreek,0,OL,binnen,37624.3947077606,182338.437769175,31370
Zn_5794.4,458,eerste set,Zandleemstreek,0.014935544355832,OL,binnen,135013.553208137,163242.501497203,31370
Zn_5795,230,eerste set,Zandleemstreek,5.79302056178242e-4,OL,binnen,136952.684819607,163854.624805367,31370
Zn_58.8,308,eerste set,Zandleemstreek,0.00600280473030696,OL,binnen,166438.803738073,170243.839651579,31370
Zn_58089.5,375,eerste set,Zandleemstreek,0.00627296004492211,OL,binnen,39535.9287472583,167512.915270377,31370
Zn_58099.3,168,eerste set,Zandleemstreek,0,OL,binnen,40139.3355953831,167961.022845078,31370
Zn_58403.2,1,eerste set,Zandleemstreek,0.0965000588422123,OL,binnen,164594.7979595,168283.215900674,31370
Zn_58607.1,151,eerste set,Zandleemstreek,0,OL,binnen,31080.0880782983,170831.612029232,31370
Zn_58642.1,140,eerste set,Zandleemstreek,0,OL,binnen,45103.0448177036,167652.986478908,31370
Zn_59543.2,464,eerste set,Zandleemstreek,0.0630297323589923,OL,binnen,163701.001433117,178046.315959373,31370
Zn_59650,97,eerste set,Zandleemstreek,0,OL,binnen,34021.7944908614,174391.233143177,31370
Zn_59655.7,328,eerste set,Zandleemstreek,0,OL,binnen,32603.5055642974,173820.616566813,31370
Zn_59749.5,139,eerste set,Zandleemstreek,0,OL,binnen,43876.8254659152,190068.799259449,31370
Zn_59750.3,137,eerste set,Zandleemstreek,0,OL,binnen,43334.6243914615,189602.274926187,31370
Zn_59809.4,288,eerste set,Zandleemstreek,0,OL,binnen,95356.6008897643,174959.739886759,31370
Zn_59882.1,471,eerste set,Zandleemstreek,0,OL,binnen,24435.0694308839,190485.561877112,31370
Zn_61210.6,57,eerste set,Zandleemstreek,0.0741664419688663,OL,binnen,96651.2919598669,164162.173821791,31370
Zn_61278.5,435,eerste set,Zandleemstreek,0,OL,binnen,91079.831958037,164263.654877717,31370
Zn_62288.3,29,eerste set,Zandleemstreek,0.0254347901586945,OL,binnen,41052.1895196739,166789.695284888,31370
Zn_62291.1.3,36,eerste set,Zandleemstreek,0,OL,binnen,41853.1069101593,166851.826923785,31370
Zn_62395.6,450,eerste set,Zandleemstreek,0,OL,binnen,94089.831235918,165998.17851432101,31370
Zn_62396.2,403,eerste set,Zandleemstreek,0,OL,binnen,93376.4253867667,166326.163540448,31370
Zn_62402.3,110,eerste set,Zandleemstreek,0,OL,binnen,91895.0814437,166066.63865619,31370
Zn_62646.1.3,459,eerste set,Zandleemstreek,0,OL,binnen,40216.6507412254,167263.995572147,31370
Zn_62824.5.7,50,eerste set,Zandleemstreek,0,OL,binnen,42674.2406293806,164426.488434793,31370
Zn_63197.1,189,eerste set,Zandleemstreek,0,OL,binnen,103164.079794306,165149.795945903,31370
Zn_64043.1,107,eerste set,Zandleemstreek,0,OL,binnen,91178.4544787908,165483.763746246,31370
Zn_64312.2,65,eerste set,Zandleemstreek,0,OL,binnen,43770.6358355109,163062.833281735,31370
Zn_64313.2,222,eerste set,Zandleemstreek,0,OL,binnen,43329.1383967884,162401.060930259,31370
Zn_65344.1,453,eerste set,Zandleemstreek,0,OL,binnen,42069.9953830891,184858.280325789,31370
Zn_65824.11,94,eerste set,Zandleemstreek,0.0114368021332017,OL,binnen,135776.544870443,164437.113056431,31370
Zn_67623.12,357,eerste set,Zandleemstreek,0.0708416726103023,OL,binnen,187739.806246452,172100.489994928,31370
Zn_68503.14,200,eerste set,Zandleemstreek,0.0817043117691894,OL,binnen,236162.795795587,174088.210707625,31370
Zn_71409,448,eerste set,Zandleemstreek,0,OL,binnen,102779.604319838,164669.963513769,31370
Zn_71412.1,31,eerste set,Zandleemstreek,0,OL,binnen,99038.8691614841,166170.052264034,31370
Zn_71419.2,149,eerste set,Zandleemstreek,0,OL,binnen,100412.175335079,169847.656659746,31370
Zn_73657.1,210,eerste set,Zandleemstreek,0.126774543225888,OL,binnen,201317.553365615,179529.918026437,31370
Zn_73848.21,13,eerste set,Zandleemstreek,0.204218808900544,OL,binnen,40309.7799838188,185037.632930241,31370
Zn_74362.7,483,eerste set,Zandleemstreek,0.0151377014997144,OL,binnen,192689.814180956,175400.655521015,31370
Zn_75499.3.3,447,eerste set,Zandleemstreek,0,OL,binnen,30902.3797166887,180830.545017727,31370
Zn_7579.1.11,451,eerste set,Zandleemstreek,0,OL,binnen,41538.2654786535,170307.763563886,31370
Zn_78905.5,58,eerste set,Zandleemstreek,0,OL,binnen,44638.5088146022,164159.189163355,31370
Zn_79097.5,4,eerste set,Zandleemstreek,0.125724709024361,OL,binnen,163153.733031939,177731.9899362,31370
Zn_81852.2.1,302,eerste set,Zandleemstreek,0,OL,binnen,27997.4078379668,172581.643528234,31370
Zn_82683.1,11,eerste set,Zandleemstreek,0.130315163399705,OL,binnen,194543.207426735,184222.304904914,31370
Zn_83796.7,268,eerste set,Zandleemstreek,0,OL,binnen,249477.970215339,197008.48424011,31370
Zn_8668.9,17,eerste set,Zandleemstreek,0.0537655709730571,OL,binnen,142433.745709971,177187.870380895,31370
Zn_8672.3,169,eerste set,Zandleemstreek,0.0228647551089965,OL,binnen,142931.175933155,176370.306836475,31370
Zn_87792.3,125,eerste set,Zandleemstreek,0.0972523414778298,OL,binnen,181533.831787888,176581.09928728,31370
Zn_88013.4,93,eerste set,Zandleemstreek,0.0547770208770951,OL,binnen,165088.750447332,171716.047445182,31370
Zn_89047.1,121,eerste set,Zandleemstreek,0.179862676038139,OL,binnen,200461.451006417,181967.677117442,31370
Zn_89119.2,301,eerste set,Zandleemstreek,0.0990334906422649,OL,binnen,201047.03876693,181410.437913886,31370
Zn_90364.5,18,eerste set,Zandleemstreek,0,OL,binnen,32685.75171995,168649.925587727,31370
Zn_90406.2,336,eerste set,Zandleemstreek,0,OL,binnen,143437.467985857,177546.891250432,31370
Zn_90478.1.15,225,eerste set,Zandleemstreek,0,OL,binnen,122901.833302308,162770.019599551,31370
Zn_90826.1,6,eerste set,Zandleemstreek,6.34808876525451e-6,OL,binnen,93313.4458151014,165427.27536209,31370
Zn_90966.1,307,eerste set,Zandleemstreek,0,OL,binnen,103036.873253431,164105.527287082,31370
Zn_91012.1,5,eerste set,Zandleemstreek,0.00178147114212142,OL,binnen,27357.2112320319,190076.615779778,31370
Zn_91030.3.1,337,eerste set,Zandleemstreek,0.0142711715348796,OL,binnen,29498.0920462113,177640.831559885,31370
Zn_91563.11,206,eerste set,Zandleemstreek,0.155439155415918,OL,binnen,165848.273236221,172996.274697813,31370
Zn_91647.2,99,eerste set,Zandleemstreek,0.00772443039468849,OL,binnen,236262.38506304,173395.955336269,31370
Zn_91822.11,363,eerste set,Zandleemstreek,0,OL,binnen,95423.3372471618,163289.288785047,31370
Zn_92651.2,234,eerste set,Zandleemstreek,0,OL,binnen,40618.7715778598,162957.635596933,31370
Zn_94468.3,485,eerste set,Zandleemstreek,0,OL,binnen,248022.090391101,196224.204627951,31370
Zn_9504.4,297,eerste set,Zandleemstreek,0,OL,binnen,181226.927722025,171663.726211931,31370
Zn_96537.4,395,eerste set,Zandleemstreek,0,OL,binnen,37094.7916740241,162189.149073022,31370
Zn_96859.1.7,81,eerste set,Zandleemstreek,0,OL,binnen,32549.2439114518,180403.941596438,31370
Zn_96859.3,150,eerste set,Zandleemstreek,0,OL,binnen,31764.87497534,180294.263941109,31370
Zn_99151,322,eerste set,Zandleemstreek,0.0252817491158199,OL,binnen,182102.573488194,179849.794169232,31370
Zn_101001.2,126,eerste set,Zandleemstreek,0,OL,buiten,158654.940814939,174789.693698433,31370
Zn_101313.6,96,eerste set,Zandleemstreek,0,OL,buiten,103904.887046686,179802.509000049,31370
