pointid,sample_order,batch,regio,area_prop_sb,openheid_klasse,sbp,x_coord,y_coord,crs
Ol_748.30,98,reserve set,Oostelijke leemstreek,NA,HOL,binnen,221452.106501516,162211.265453455,31370
Ol_7497.3,181,reserve set,Oostelijke leemstreek,NA,HOL,binnen,182822.510647685,165856.707013429,31370
Ol_7545.4,3,eerste set,Oostelijke leemstreek,NA,HOL,binnen,202531.760672037,156439.132696895,31370
Ol_7768.9,48,eerste set,Oostelijke leemstreek,NA,HOL,binnen,211480.949033421,161338.774400934,31370
Ol_782.5,28,eerste set,Oostelijke leemstreek,NA,HOL,binnen,235541.903247073,165814.625638812,31370
Ol_7868.17,107,reserve set,Oostelijke leemstreek,NA,HOL,binnen,206856.849714649,158847.87462718599,31370
Ol_7941.5,54,eerste set,Oostelijke leemstreek,NA,HOL,binnen,182768.031828924,168416.422642868,31370
Ol_8128.6,292,reserve set,Oostelijke leemstreek,NA,HOL,binnen,194514.948020271,165703.59989723,31370
Ol_815.5,76,reserve set,Oostelijke leemstreek,NA,HOL,binnen,236174.818119747,169318.81543685,31370
Ol_8293,246,reserve set,Oostelijke leemstreek,NA,HOL,binnen,216260.636805588,168296.181267637,31370
Ol_8297.10,251,reserve set,Oostelijke leemstreek,NA,HOL,binnen,217622.527899025,168645.460284721,31370
Ol_8317.12,127,reserve set,Oostelijke leemstreek,NA,HOL,binnen,218212.765141581,162695.891524702,31370
Ol_8318.1,41,eerste set,Oostelijke leemstreek,NA,HOL,binnen,214968.610172906,161562.633416749,31370
Ol_8423.5,118,reserve set,Oostelijke leemstreek,NA,HOL,binnen,235832.239760117,164799.141903412,31370
Ol_8473.10,54,eerste set,Oostelijke leemstreek,NA,HOL,binnen,234259.056510993,169277.951638025,31370
Ol_8510.2,86,reserve set,Oostelijke leemstreek,NA,HOL,binnen,201739.407285485,155798.602111061,31370
Ol_8741.5,14,eerste set,Oostelijke leemstreek,NA,HOL,binnen,236856.558610327,171487.086803367,31370
Ol_8952.2,34,eerste set,Oostelijke leemstreek,NA,HOL,binnen,218699.513249285,163712.601309747,31370
Ol_8995.5,110,reserve set,Oostelijke leemstreek,NA,HOL,binnen,204660.209595401,156284.56839111,31370
Ol_9132.8,112,eerste set,Oostelijke leemstreek,NA,HOL,binnen,218111.748006763,167576.90470507,31370
Ol_9185,56,eerste set,Oostelijke leemstreek,NA,HOL,binnen,216867.564795047,166043.801494985,31370
Ol_9501.1,58,eerste set,Oostelijke leemstreek,NA,HOL,binnen,204844.989614281,164954.012541881,31370
Ol_9534,217,reserve set,Oostelijke leemstreek,NA,HOL,binnen,205032.589781983,155587.944002574,31370
Ol_9617.9,77,reserve set,Oostelijke leemstreek,NA,HOL,binnen,204905.372836148,158889.4016949,31370
Ol_9621.5,19,eerste set,Oostelijke leemstreek,NA,HOL,binnen,202679.716422196,162401.096079827,31370
Ol_9631.2,8,eerste set,Oostelijke leemstreek,NA,HOL,binnen,204642.442309405,159604.52054425,31370
Ol_9689.8,11,eerste set,Oostelijke leemstreek,NA,HOL,binnen,211805.184693143,163154.482418582,31370
Ol_9833.1,60,eerste set,Oostelijke leemstreek,NA,HOL,binnen,207773.367158323,158266.916608031,31370
Ol_9942.2,67,eerste set,Oostelijke leemstreek,NA,HOL,binnen,208669.45042992,161585.004233911,31370
Ol_9963.2,114,reserve set,Oostelijke leemstreek,NA,HOL,binnen,215185.14330295,164872.816853537,31370
Ol_10076,261,reserve set,Oostelijke leemstreek,NA,HOL,buiten,232235.4791381,165616.857143961,31370
Ol_10316,101,eerste set,Oostelijke leemstreek,NA,HOL,buiten,230478.089786386,166690.342284733,31370
Ol_10359.8,125,eerste set,Oostelijke leemstreek,NA,HOL,buiten,201843.832971594,165666.525800823,31370
Ol_10458,141,eerste set,Oostelijke leemstreek,NA,HOL,buiten,227369.933647045,168940.353148931,31370
Ol_10529.1,260,reserve set,Oostelijke leemstreek,NA,HOL,buiten,228507.267325146,166137.766308512,31370
Ol_1060,264,reserve set,Oostelijke leemstreek,NA,HOL,buiten,229829.237434593,163996.309146244,31370
Ol_10653.6,70,eerste set,Oostelijke leemstreek,NA,HOL,buiten,224224.433658808,166713.708302041,31370
Ol_1068.12,253,reserve set,Oostelijke leemstreek,NA,HOL,buiten,229543.30530611,163359.683038015,31370
Ol_10715.3,215,reserve set,Oostelijke leemstreek,NA,HOL,buiten,213295.695427739,164572.389061898,31370
Ol_1072.1.3,93,eerste set,Oostelijke leemstreek,NA,HOL,buiten,229949.985125108,160884.840144122,31370
Ol_10738.4,105,eerste set,Oostelijke leemstreek,NA,HOL,buiten,212326.248445586,161486.58856455,31370
Ol_10812.1,36,eerste set,Oostelijke leemstreek,NA,HOL,buiten,212473.195438327,159639.827629808,31370
Ol_11033.1,94,eerste set,Oostelijke leemstreek,NA,HOL,buiten,221508.522341884,164892.150563945,31370
Ol_1107.5,10,eerste set,Oostelijke leemstreek,NA,HOL,buiten,213504.682938211,163224.149864543,31370
Ol_1119,2,eerste set,Oostelijke leemstreek,NA,HOL,buiten,221432.820451921,164347.77128908,31370
Ol_11317,291,reserve set,Oostelijke leemstreek,NA,HOL,buiten,223950.434298035,168290.104072034,31370
Ol_11368.2,258,reserve set,Oostelijke leemstreek,NA,HOL,buiten,223884.486445313,159987.69772737,31370
Ol_11411,244,reserve set,Oostelijke leemstreek,NA,HOL,buiten,227641.505169868,168684.317563729,31370
Ol_11439.2,75,eerste set,Oostelijke leemstreek,NA,HOL,buiten,229997.983994288,165976.686821428,31370
Ol_11542,137,eerste set,Oostelijke leemstreek,NA,HOL,buiten,213295.411720138,164961.216566407,31370
Ol_11600.7,7,eerste set,Oostelijke leemstreek,NA,HOL,buiten,214438.763887784,168063.852396233,31370
Ol_11834.1,284,reserve set,Oostelijke leemstreek,NA,HOL,buiten,226127.243529408,171331.005057252,31370
Ol_12037.5,63,eerste set,Oostelijke leemstreek,NA,HOL,buiten,220817.285564263,168305.678815885,31370
Ol_12254.8,155,reserve set,Oostelijke leemstreek,NA,HOL,buiten,232290.437350806,171619.449804238,31370
Ol_1258.4,202,reserve set,Oostelijke leemstreek,NA,HOL,buiten,228827.929477563,164703.301387269,31370
Ol_13016.1,21,eerste set,Oostelijke leemstreek,NA,HOL,buiten,226201.293371404,169728.473474799,31370
Ol_13020.1.11,107,eerste set,Oostelijke leemstreek,NA,HOL,buiten,234719.500035985,172476.098039168,31370
Ol_13047,177,reserve set,Oostelijke leemstreek,NA,HOL,buiten,234343.171418667,169943.577120511,31370
Ol_13828,106,eerste set,Oostelijke leemstreek,NA,HOL,buiten,185857.14938204,167642.101238503,31370
Ol_139,120,eerste set,Oostelijke leemstreek,NA,HOL,buiten,223089.511799555,166649.001603331,31370
Ol_14245.12,221,reserve set,Oostelijke leemstreek,NA,HOL,buiten,220187.09792018,164805.884807835,31370
Ol_145.2,160,reserve set,Oostelijke leemstreek,NA,HOL,buiten,226664.044309933,168308.923850073,31370
Ol_1498.1,209,reserve set,Oostelijke leemstreek,NA,HOL,buiten,229336.099179579,165288.156423364,31370
Ol_1529.5,132,eerste set,Oostelijke leemstreek,NA,HOL,buiten,224145.83815101,165435.712429006,31370
Ol_15584.1,55,eerste set,Oostelijke leemstreek,NA,HOL,buiten,206804.110563939,163331.951862158,31370
Ol_15619.2,220,reserve set,Oostelijke leemstreek,NA,HOL,buiten,210899.395421558,158527.097328155,31370
Ol_15627.2,199,reserve set,Oostelijke leemstreek,NA,HOL,buiten,210875.344154155,159552.389287298,31370
Ol_1569.2,216,reserve set,Oostelijke leemstreek,NA,HOL,buiten,232664.007397295,167850.480204637,31370
Ol_1580.1,232,reserve set,Oostelijke leemstreek,NA,HOL,buiten,233276.726770322,165569.665633281,31370
Ol_15989.4,87,eerste set,Oostelijke leemstreek,NA,HOL,buiten,219393.94651857,169039.913417886,31370
Ol_16.1,127,eerste set,Oostelijke leemstreek,NA,HOL,buiten,238853.803691103,170959.223618436,31370
Ol_16027.4,20,eerste set,Oostelijke leemstreek,NA,HOL,buiten,212934.25984474499,157015.01022844,31370
Ol_1609.10,100,eerste set,Oostelijke leemstreek,NA,HOL,buiten,226258.730873472,161765.782413429,31370
Ol_1620.4,91,eerste set,Oostelijke leemstreek,NA,HOL,buiten,227729.122998045,170537.506519447,31370
Ol_1624.19,279,reserve set,Oostelijke leemstreek,NA,HOL,buiten,237143.671235082,165951.336954333,31370
Ol_1625.7,95,eerste set,Oostelijke leemstreek,NA,HOL,buiten,236747.891806762,165287.812410792,31370
Ol_1626.10,35,eerste set,Oostelijke leemstreek,NA,HOL,buiten,238437.622739995,168390.159618359,31370
Ol_16403.1,24,eerste set,Oostelijke leemstreek,NA,HOL,buiten,230565.613132409,163003.497210834,31370
Ol_1649.1,143,eerste set,Oostelijke leemstreek,NA,HOL,buiten,223909.940176799,167640.577460072,31370
Ol_16494.5,79,eerste set,Oostelijke leemstreek,NA,HOL,buiten,203188.652643814,167657.557848725,31370
Ol_16774.6,225,reserve set,Oostelijke leemstreek,NA,HOL,buiten,204314.180908501,166810.330449945,31370
Ol_16840.5,117,eerste set,Oostelijke leemstreek,NA,HOL,buiten,224099.609967419,170335.634245373,31370
Ol_16844,249,reserve set,Oostelijke leemstreek,NA,HOL,buiten,223933.625977256,169741.377438145,31370
Ol_1686.1,3,eerste set,Oostelijke leemstreek,NA,HOL,buiten,239285.049362497,170630.194267448,31370
Ol_17347.1,103,eerste set,Oostelijke leemstreek,NA,HOL,buiten,196372.729718792,164413.076280953,31370
Ol_1739.3,265,reserve set,Oostelijke leemstreek,NA,HOL,buiten,224649.714941575,167994.218750854,31370
Ol_17802.9,108,eerste set,Oostelijke leemstreek,NA,HOL,buiten,227037.940118516,161388.124654992,31370
Ol_17859,162,reserve set,Oostelijke leemstreek,NA,HOL,buiten,227986.044295368,161895.490053799,31370
Ol_17861.6,110,eerste set,Oostelijke leemstreek,NA,HOL,buiten,227410.500313019,161468.874337068,31370
Ol_17983.1.7,243,reserve set,Oostelijke leemstreek,NA,HOL,buiten,222938.10651666,167006.960911152,31370
Ol_1803.9,159,reserve set,Oostelijke leemstreek,NA,HOL,buiten,200397.378221506,167444.344244913,31370
Ol_18070.4,300,reserve set,Oostelijke leemstreek,NA,HOL,buiten,230531.701502462,165727.625425709,31370
Ol_18097.6,84,eerste set,Oostelijke leemstreek,NA,HOL,buiten,228434.55133406,165538.084412703,31370
Ol_1901.30,301,reserve set,Oostelijke leemstreek,NA,HOL,buiten,178124.985214899,170129.100607499,31370
Ol_1901.4,121,eerste set,Oostelijke leemstreek,NA,HOL,buiten,179304.874154024,169658.414290719,31370
Ol_19155.13,302,reserve set,Oostelijke leemstreek,NA,HOL,buiten,212223.679514588,165994.791820109,31370
Ol_19569.2,212,reserve set,Oostelijke leemstreek,NA,HOL,buiten,206755.576643406,165143.052418387,31370
Ol_1997.2,83,eerste set,Oostelijke leemstreek,NA,HOL,buiten,198554.444488714,164950.670359733,31370
Ol_20273.2,203,reserve set,Oostelijke leemstreek,NA,HOL,buiten,219410.326880186,163281.965481635,31370
Ol_20330.2,254,reserve set,Oostelijke leemstreek,NA,HOL,buiten,216570.231996309,169569.28361288,31370
Ol_20331.2,280,reserve set,Oostelijke leemstreek,NA,HOL,buiten,216709.040493662,169890.648009623,31370
Ol_20353.19,59,eerste set,Oostelijke leemstreek,NA,HOL,buiten,213879.351906128,159595.208744502,31370
Ol_20353.8,124,eerste set,Oostelijke leemstreek,NA,HOL,buiten,213765.793620632,159169.971358353,31370
Ol_20649.12,28,eerste set,Oostelijke leemstreek,NA,HOL,buiten,207672.200115662,165019.91657851,31370
Ol_21017.10,176,reserve set,Oostelijke leemstreek,NA,HOL,buiten,178818.245844404,169045.672015622,31370
Ol_2137,142,eerste set,Oostelijke leemstreek,NA,HOL,buiten,214011.599253232,168414.392235439,31370
Ol_21904.1,224,reserve set,Oostelijke leemstreek,NA,HOL,buiten,211682.158513028,165313.623831724,31370
Ol_2231.6,114,eerste set,Oostelijke leemstreek,NA,HOL,buiten,213842.08754632,167208.415836559,31370
Ol_2249,13,eerste set,Oostelijke leemstreek,NA,HOL,buiten,204333.994603589,165708.071129062,31370
Ol_22555,104,eerste set,Oostelijke leemstreek,NA,HOL,buiten,200435.748856852,159123.129937502,31370
Ol_22558.14,49,eerste set,Oostelijke leemstreek,NA,HOL,buiten,196123.323620522,163905.537106993,31370
Ol_2263.1,33,eerste set,Oostelijke leemstreek,NA,HOL,buiten,212265.919792174,167354.473703141,31370
Ol_2300.1,66,eerste set,Oostelijke leemstreek,NA,HOL,buiten,186999.04384718,165214.425001912,31370
Ol_2307,12,eerste set,Oostelijke leemstreek,NA,HOL,buiten,188391.980243612,165825.532618018,31370
Ol_23088.2,115,eerste set,Oostelijke leemstreek,NA,HOL,buiten,223919.428974797,169389.203326122,31370
Ol_23351.1,270,reserve set,Oostelijke leemstreek,NA,HOL,buiten,206937.668984083,164419.165384326,31370
Ol_2358.2,17,eerste set,Oostelijke leemstreek,NA,HOL,buiten,238936.730599445,169452.539058911,31370
Ol_2366,185,reserve set,Oostelijke leemstreek,NA,HOL,buiten,202568.809769261,167251.493803655,31370
Ol_23700.2.16,195,reserve set,Oostelijke leemstreek,NA,HOL,buiten,203107.768693614,163946.89309369,31370
Ol_2375.1,119,eerste set,Oostelijke leemstreek,NA,HOL,buiten,203107.411725102,166637.504019601,31370
Ol_2406.2,263,reserve set,Oostelijke leemstreek,NA,HOL,buiten,200517.298590954,163113.062429067,31370
Ol_24340.9,233,reserve set,Oostelijke leemstreek,NA,HOL,buiten,214296.104826804,164126.936815546,31370
Ol_24421.3,197,reserve set,Oostelijke leemstreek,NA,HOL,buiten,188392.957085967,163982.844141631,31370
Ol_24670.2,6,eerste set,Oostelijke leemstreek,NA,HOL,buiten,210303.901190989,167322.767564321,31370
Ol_2468.6,150,eerste set,Oostelijke leemstreek,NA,HOL,buiten,206304.792186156,163471.316107204,31370
Ol_24758.4,304,reserve set,Oostelijke leemstreek,NA,HOL,buiten,188702.585920711,164224.010449382,31370
Ol_2566.13,149,eerste set,Oostelijke leemstreek,NA,HOL,buiten,225594.961757492,169879.224022861,31370
Ol_2569.6,163,reserve set,Oostelijke leemstreek,NA,HOL,buiten,225174.124355013,170806.858626711,31370
Ol_2628,134,eerste set,Oostelijke leemstreek,NA,HOL,buiten,231017.613541894,172292.38965285,31370
Ol_2788.7,71,eerste set,Oostelijke leemstreek,NA,HOL,buiten,234412.369252021,172535.602206721,31370
Ol_290.12,226,reserve set,Oostelijke leemstreek,NA,HOL,buiten,178426.607646849,167545.676846868,31370
Ol_2963.1,194,reserve set,Oostelijke leemstreek,NA,HOL,buiten,231962.887555398,170066.623503755,31370
Ol_3141,171,reserve set,Oostelijke leemstreek,NA,HOL,buiten,238268.981084697,166939.542616697,31370
Ol_3150.1,82,eerste set,Oostelijke leemstreek,NA,HOL,buiten,228760.645340195,163159.536547339,31370
Ol_3242.2,192,reserve set,Oostelijke leemstreek,NA,HOL,buiten,228298.946137718,167090.535314314,31370
Ol_3244.3,102,eerste set,Oostelijke leemstreek,NA,HOL,buiten,228186.122775,166589.555799858,31370
Ol_3295.2,97,eerste set,Oostelijke leemstreek,NA,HOL,buiten,225363.411824371,164665.197233575,31370
Ol_3329.8,157,reserve set,Oostelijke leemstreek,NA,HOL,buiten,228946.614921314,167306.620960131,31370
Ol_3361.13,297,reserve set,Oostelijke leemstreek,NA,HOL,buiten,188337.090685176,162737.187014843,31370
Ol_3415.3,188,reserve set,Oostelijke leemstreek,NA,HOL,buiten,185570.29067283,162223.991188737,31370
Ol_3420.5,22,eerste set,Oostelijke leemstreek,NA,HOL,buiten,203686.854064763,166245.76728015,31370
Ol_3539.2,62,eerste set,Oostelijke leemstreek,NA,HOL,buiten,231304.413229028,172413.759138678,31370
Ol_3802.3,248,reserve set,Oostelijke leemstreek,NA,HOL,buiten,235040.284972136,171857.650144441,31370
Ol_3833,252,reserve set,Oostelijke leemstreek,NA,HOL,buiten,238030.730131777,167352.997109335,31370
Ol_3946.13,4,eerste set,Oostelijke leemstreek,NA,HOL,buiten,189116.637859347,164874.233727668,31370
Ol_3951.7,275,reserve set,Oostelijke leemstreek,NA,HOL,buiten,187566.001784269,166190.392281216,31370
Ol_4015.1,113,eerste set,Oostelijke leemstreek,NA,HOL,buiten,230485.292721533,170362.625794306,31370
Ol_4285.15,296,reserve set,Oostelijke leemstreek,NA,HOL,buiten,200934.371710151,165532.88911132,31370
Ol_463.30,145,eerste set,Oostelijke leemstreek,NA,HOL,buiten,178188.272244935,169557.163892157,31370
Ol_5083,238,reserve set,Oostelijke leemstreek,NA,HOL,buiten,178611.438015032,168367.994916408,31370
Ol_5125.2,42,eerste set,Oostelijke leemstreek,NA,HOL,buiten,179741.987023594,167535.06149577,31370
Ol_5241.21,80,eerste set,Oostelijke leemstreek,NA,HOL,buiten,211715.583926885,164959.667868302,31370
Ol_5471.8,32,eerste set,Oostelijke leemstreek,NA,HOL,buiten,219713.538226171,163229.6953206,31370
Ol_5614,158,reserve set,Oostelijke leemstreek,NA,HOL,buiten,179532.799417757,169059.936855647,31370
Ol_5665.16,277,reserve set,Oostelijke leemstreek,NA,HOL,buiten,190764.695765475,163216.407475118,31370
Ol_5714.1,78,eerste set,Oostelijke leemstreek,NA,HOL,buiten,205736.983128328,165935.487957464,31370
Ol_5740.2,161,reserve set,Oostelijke leemstreek,NA,HOL,buiten,203466.239787961,162726.791543246,31370
Ol_5760.2.14,266,reserve set,Oostelijke leemstreek,NA,HOL,buiten,216736.986862441,163630.26144037,31370
Ol_5791.5,178,reserve set,Oostelijke leemstreek,NA,HOL,buiten,213572.935833269,165826.021199043,31370
Ol_5801.15,283,reserve set,Oostelijke leemstreek,NA,HOL,buiten,233257.854000748,165062.004008693,31370
Ol_5821.5,86,eerste set,Oostelijke leemstreek,NA,HOL,buiten,213350.879820807,166512.604316737,31370
Ol_5833.6,140,eerste set,Oostelijke leemstreek,NA,HOL,buiten,213512.345562427,168476.061174807,31370
Ol_5989.15,222,reserve set,Oostelijke leemstreek,NA,HOL,buiten,206913.065899051,162095.524388713,31370
Ol_6012.8,303,reserve set,Oostelijke leemstreek,NA,HOL,buiten,203107.698267456,162996.247697268,31370
Ol_6022.2,85,eerste set,Oostelijke leemstreek,NA,HOL,buiten,206492.203226271,165329.151429813,31370
Ol_6034.6.10,257,reserve set,Oostelijke leemstreek,NA,HOL,buiten,200374.906835177,164015.734219639,31370
Ol_6034.6.29,18,eerste set,Oostelijke leemstreek,NA,HOL,buiten,200868.198996234,164707.214955004,31370
Ol_6034.6.37,204,reserve set,Oostelijke leemstreek,NA,HOL,buiten,201055.031522988,165006.05764359,31370
Ol_617.2,276,reserve set,Oostelijke leemstreek,NA,HOL,buiten,231466.583751664,161920.025905186,31370
Ol_619.4,156,reserve set,Oostelijke leemstreek,NA,HOL,buiten,226776.7122715,161055.436351321,31370
Ol_6418.8,269,reserve set,Oostelijke leemstreek,NA,HOL,buiten,213174.679457379,163344.257467446,31370
Ol_6497.4,210,reserve set,Oostelijke leemstreek,NA,HOL,buiten,213038.272024256,166534.916003381,31370
Ol_6699.11,211,reserve set,Oostelijke leemstreek,NA,HOL,buiten,231579.532699441,169377.967873702,31370
Ol_6759,15,eerste set,Oostelijke leemstreek,NA,HOL,buiten,191302.501444331,162619.813445015,31370
Ol_680.2,74,eerste set,Oostelijke leemstreek,NA,HOL,buiten,224289.295431868,159137.291060194,31370
Ol_6900,153,eerste set,Oostelijke leemstreek,NA,HOL,buiten,213860.21475418,165231.235146345,31370
Ol_7184.1,68,eerste set,Oostelijke leemstreek,NA,HOL,buiten,215123.723234841,158853.488138897,31370
Ol_7339.2,64,eerste set,Oostelijke leemstreek,NA,HOL,buiten,230817.263315579,161750.498933705,31370
Ol_7536.6,38,eerste set,Oostelijke leemstreek,NA,HOL,buiten,213514.13085682,168159.082544954,31370
Ol_7734,99,eerste set,Oostelijke leemstreek,NA,HOL,buiten,201304.707857306,157479.455071378,31370
Ol_7760.4,1,eerste set,Oostelijke leemstreek,NA,HOL,buiten,212418.656970306,162286.501815562,31370
Ol_7921.1.6,174,reserve set,Oostelijke leemstreek,NA,HOL,buiten,219020.714266659,162962.221189737,31370
Ol_8195.4,43,eerste set,Oostelijke leemstreek,NA,HOL,buiten,217089.290733423,170002.704668977,31370
Ol_8199.3,90,eerste set,Oostelijke leemstreek,NA,HOL,buiten,217031.10328198,170312.604617775,31370
Ol_8301.3.1,8,eerste set,Oostelijke leemstreek,NA,HOL,buiten,219561.91606176,168747.31384579,31370
Ol_8311.15,133,eerste set,Oostelijke leemstreek,NA,HOL,buiten,214707.167772553,164845.779677396,31370
Ol_8337.13,81,eerste set,Oostelijke leemstreek,NA,HOL,buiten,212107.425946439,157292.81978346,31370
Ol_8395.3,109,eerste set,Oostelijke leemstreek,NA,HOL,buiten,231170.578663945,171980.137633415,31370
Ol_8445.5,228,reserve set,Oostelijke leemstreek,NA,HOL,buiten,231290.062743332,166252.863283087,31370
Ol_8460.2,235,reserve set,Oostelijke leemstreek,NA,HOL,buiten,231120.517022174,169312.540697896,31370
Ol_8682.1,128,eerste set,Oostelijke leemstreek,NA,HOL,buiten,230763.800789727,170631.271523328,31370
Ol_8721.7,31,eerste set,Oostelijke leemstreek,NA,HOL,buiten,232792.431415924,172206.631100319,31370
Ol_8734.2,237,reserve set,Oostelijke leemstreek,NA,HOL,buiten,234953.538062099,170892.548859728,31370
Ol_8795.7,170,reserve set,Oostelijke leemstreek,NA,HOL,buiten,223125.525566205,168350.726141475,31370
Ol_8798.2,23,eerste set,Oostelijke leemstreek,NA,HOL,buiten,223396.482666086,168501.109428357,31370
Ol_8799.1,122,eerste set,Oostelijke leemstreek,NA,HOL,buiten,222598.548764381,169117.057338262,31370
Ol_8824.2,250,reserve set,Oostelijke leemstreek,NA,HOL,buiten,222247.867231689,167271.95555786,31370
Ol_8829.1,295,reserve set,Oostelijke leemstreek,NA,HOL,buiten,223333.02107921,166364.986946032,31370
Ol_8888.15,229,reserve set,Oostelijke leemstreek,NA,HOL,buiten,222236.404137051,169920.422756224,31370
Ol_9050.2,166,reserve set,Oostelijke leemstreek,NA,HOL,buiten,209338.673562973,161248.527578577,31370
Ol_9053.1,227,reserve set,Oostelijke leemstreek,NA,HOL,buiten,210039.455795002,160858.163348332,31370
Ol_9345.1.3,50,eerste set,Oostelijke leemstreek,NA,HOL,buiten,233477.646365988,171091.35957245,31370
Ol_9473.2,118,eerste set,Oostelijke leemstreek,NA,HOL,buiten,202842.931095604,165927.342038816,31370
Ol_9474.7,139,eerste set,Oostelijke leemstreek,NA,HOL,buiten,203305.349960399,166159.530106866,31370
Ol_9635.4,169,reserve set,Oostelijke leemstreek,NA,HOL,buiten,205039.979524044,165487.153599625,31370
Ol_9676.2,172,reserve set,Oostelijke leemstreek,NA,HOL,buiten,210859.854327776,166007.456202312,31370
Ol_9793,69,eerste set,Oostelijke leemstreek,NA,HOL,buiten,204003.825209646,167664.504656352,31370
Ol_9987,25,eerste set,Oostelijke leemstreek,NA,HOL,buiten,186059.001943304,162949.985837762,31370
Ol_10209.19,143,reserve set,Oostelijke leemstreek,NA,OL,binnen,206947.286495423,158054.490743195,31370
Ol_1034.14,179,reserve set,Oostelijke leemstreek,NA,OL,binnen,216988.417066384,161288.233783601,31370
Ol_1036.21,62,eerste set,Oostelijke leemstreek,NA,OL,binnen,217225.859258884,160434.787431741,31370
Ol_10439.8,176,reserve set,Oostelijke leemstreek,NA,OL,binnen,206010.777865776,156506.776306581,31370
Ol_10442.10,104,eerste set,Oostelijke leemstreek,NA,OL,binnen,206273.633991733,157145.961959524,31370
Ol_1069.8,52,reserve set,Oostelijke leemstreek,NA,OL,binnen,230384.240096358,159509.643857279,31370
Ol_10716.15,12,eerste set,Oostelijke leemstreek,NA,OL,binnen,223460.884210978,158575.535800097,31370
Ol_1076.10,88,eerste set,Oostelijke leemstreek,NA,OL,binnen,239897.43016568,166227.799006646,31370
Ol_10778.6,29,eerste set,Oostelijke leemstreek,NA,OL,binnen,211326.355933568,161816.114744065,31370
Ol_10839.4,54,eerste set,Oostelijke leemstreek,NA,OL,binnen,211862.94841646,159648.687463857,31370
Ol_10971.1.5,43,reserve set,Oostelijke leemstreek,NA,OL,binnen,220607.309896326,161138.630255388,31370
Ol_11234.9,9,eerste set,Oostelijke leemstreek,NA,OL,binnen,237346.513757286,164883.430138102,31370
Ol_115,13,eerste set,Oostelijke leemstreek,NA,OL,binnen,214979.06930875,159856.17218158,31370
Ol_115.8,41,reserve set,Oostelijke leemstreek,NA,OL,binnen,214799.784524857,159509.501913768,31370
Ol_11688.2.12,49,eerste set,Oostelijke leemstreek,NA,OL,binnen,209926.715421511,159405.013229025,31370
Ol_11844.8,90,eerste set,Oostelijke leemstreek,NA,OL,binnen,199747.445369676,163758.070294027,31370
Ol_1240.5,175,reserve set,Oostelijke leemstreek,NA,OL,binnen,181500.803615796,163984.6286923,31370
Ol_1250.3,38,reserve set,Oostelijke leemstreek,NA,OL,binnen,183164.037972067,162039.936889695,31370
Ol_12809.7,166,reserve set,Oostelijke leemstreek,NA,OL,binnen,210725.179586998,159263.298913077,31370
Ol_12837.16,24,eerste set,Oostelijke leemstreek,NA,OL,binnen,216427.998410607,159253.452192415,31370
Ol_12842.20,82,eerste set,Oostelijke leemstreek,NA,OL,binnen,217813.35134647,160220.37756189,31370
Ol_12850.10,125,reserve set,Oostelijke leemstreek,NA,OL,binnen,209024.132108737,160814.314332447,31370
Ol_12852.2,183,reserve set,Oostelijke leemstreek,NA,OL,binnen,208066.874357681,161639.329762859,31370
Ol_12863.6,40,reserve set,Oostelijke leemstreek,NA,OL,binnen,211554.435277959,162737.894956759,31370
Ol_12927.6,199,reserve set,Oostelijke leemstreek,NA,OL,binnen,201911.181962444,161766.715294408,31370
Ol_13240.1,149,reserve set,Oostelijke leemstreek,NA,OL,binnen,198407.223448881,167471.120668955,31370
Ol_13243.7,113,reserve set,Oostelijke leemstreek,NA,OL,binnen,197614.743884746,166960.796005467,31370
Ol_13458.8,101,eerste set,Oostelijke leemstreek,NA,OL,binnen,200357.831434597,155840.875166932,31370
Ol_136.9,11,eerste set,Oostelijke leemstreek,NA,OL,binnen,223012.218758023,160321.266997841,31370
Ol_1372.4,6,eerste set,Oostelijke leemstreek,NA,OL,binnen,216680.250204651,161662.693960502,31370
Ol_13833.3,58,eerste set,Oostelijke leemstreek,NA,OL,binnen,183835.114489272,166810.888613604,31370
Ol_14165.16,18,eerste set,Oostelijke leemstreek,NA,OL,binnen,237086.829786859,170740.177296668,31370
Ol_14880.1,206,reserve set,Oostelijke leemstreek,NA,OL,binnen,202674.508950073,158343.520123363,31370
Ol_1524.9,180,reserve set,Oostelijke leemstreek,NA,OL,binnen,223935.770988655,162830.096689846,31370
Ol_1560.4,140,reserve set,Oostelijke leemstreek,NA,OL,binnen,231676.482569175,166936.488321831,31370
Ol_1561.5,48,eerste set,Oostelijke leemstreek,NA,OL,binnen,231499.235004708,167668.618547287,31370
Ol_1577.5,120,reserve set,Oostelijke leemstreek,NA,OL,binnen,235453.111048813,164806.174934255,31370
Ol_1579.18,198,reserve set,Oostelijke leemstreek,NA,OL,binnen,234488.203302502,165679.719584822,31370
Ol_1579.7,55,eerste set,Oostelijke leemstreek,NA,OL,binnen,234900.895457019,166048.187329666,31370
Ol_1585.1,3,eerste set,Oostelijke leemstreek,NA,OL,binnen,233699.92734105,163464.566212285,31370
Ol_1586.11,162,reserve set,Oostelijke leemstreek,NA,OL,binnen,232735.480538124,163726.100952623,31370
Ol_1587.1,76,eerste set,Oostelijke leemstreek,NA,OL,binnen,232338.238692403,164118.728311858,31370
